=== run "FINAL_lp_240x30" ===
              a: 8
              b: 1
              t: 1
              E: 10000000
             nu: 0.3000
           rhom: 1
           nelx: 240
           nely: 30
             bc: 'a'
        support: 'mid'
          axial: 'both'
       elemType: 'Q4'
       massType: 'consistent'
              p: 3
     massInterp: '4'
         rhomin: 1.0000e-03
           rho0: 0.5000
        volfrac: 0.5000
              n: 1
           Nmax: 4
         rminEl: 3
       rminPhys: 0.0600
        tolMult: 0.0500
           move: 0.0050
        offDiag: 0
    innerSolver: 'lp'
     filterMode: 'diag'
       maxInner: 300
       tolInner: 0.0100
       minInner: 5
       maxOuter: 1600
       tolOuter: 1.0000e-03
         solver: 'eigs'
        threads: 1
        verbose: 1
           name: 'FINAL_lp_240x30'

  it    omega1    omega2    omega3    N sqrt(beta)  inner  cumIn  maxdrho       vol    conv
1066    167.70    171.50    243.49    2    167.72      1   1066   0.0050     0.500     yes
1067    167.73    171.55    243.52    2    167.75      1   1067   0.0050     0.500     yes
1068    167.71    171.54    243.52    2    167.72      1   1068   0.0050     0.500     yes
1069    167.72    171.57    243.53    2    167.74      1   1069   0.0050     0.500     yes
1070    167.71    171.55    243.53    2    167.73      1   1070   0.0050     0.500     yes
1071    167.72    171.59    243.61    2    167.75      1   1071   0.0050     0.500     yes
1072    167.71    171.56    243.59    2    167.72      1   1072   0.0050     0.500     yes
1073    167.73    171.61    243.73    2    167.75      1   1073   0.0050     0.500     yes
1074    167.71    171.59    243.74    2    167.72      1   1074   0.0050     0.500     yes
1075    167.72    171.64    243.74    2    167.74      1   1075   0.0050     0.500     yes
1076    167.70    171.60    243.88    2    167.72      1   1076   0.0050     0.500     yes
1077    167.73    171.66    243.83    2    167.75      1   1077   0.0050     0.500     yes
1078    167.70    171.60    243.84    2    167.72      1   1078   0.0050     0.500     yes
1079    167.73    171.66    243.87    2    167.75      1   1079   0.0050     0.500     yes
1080    167.70    171.60    243.95    2    167.72      1   1080   0.0050     0.500     yes
1081    167.73    171.67    243.96    2    167.75      1   1081   0.0050     0.500     yes
1082    167.70    171.61    244.03    2    167.72      1   1082   0.0050     0.500     yes
1083    167.72    171.68    243.96    2    167.75      1   1083   0.0050     0.500     yes
1084    167.70    171.63    244.08    2    167.72      1   1084   0.0050     0.500     yes
1085    167.73    171.69    244.07    2    167.75      1   1085   0.0050     0.500     yes
1086    167.70    171.64    244.12    2    167.72      1   1086   0.0050     0.500     yes
1087    167.73    171.69    244.09    2    167.76      1   1087   0.0050     0.500     yes
1088    167.71    171.64    244.11    2    167.73      1   1088   0.0050     0.500     yes
1089    167.73    171.70    244.11    2    167.76      1   1089   0.0050     0.500     yes
1090    167.71    171.66    244.23    2    167.73      1   1090   0.0050     0.500     yes
1091    167.73    171.70    244.24    2    167.75      1   1091   0.0050     0.500     yes
1092    167.71    171.66    244.29    2    167.73      1   1092   0.0050     0.500     yes
1093    167.72    171.71    244.28    2    167.75      1   1093   0.0050     0.500     yes
1094    167.70    171.67    244.30    2    167.72      1   1094   0.0050     0.500     yes
1095    167.72    171.72    244.32    2    167.74      1   1095   0.0050     0.500     yes
1096    167.71    171.69    244.34    2    167.72      1   1096   0.0050     0.500     yes
1097    167.72    171.74    244.39    2    167.75      1   1097   0.0050     0.500     yes
1098    167.71    171.71    244.44    2    167.73      1   1098   0.0050     0.500     yes
1099    167.72    171.75    244.43    2    167.74      1   1099   0.0050     0.500     yes
1100    167.71    171.73    244.48    2    167.73      1   1100   0.0050     0.500     yes
1101    167.72    171.76    244.43    2    167.74      1   1101   0.0050     0.500     yes
1102    167.71    171.72    244.51    2    167.72      1   1102   0.0050     0.500     yes
1103    167.72    171.77    244.43    2    167.75      1   1103   0.0050     0.500     yes
1104    167.71    171.74    244.52    2    167.73      1   1104   0.0050     0.500     yes
1105    167.73    171.79    244.45    2    167.75      1   1105   0.0050     0.500     yes
1106    167.71    171.75    244.56    2    167.73      1   1106   0.0050     0.500     yes
1107    167.73    171.79    244.51    2    167.75      1   1107   0.0050     0.500     yes
1108    167.71    171.76    244.58    2    167.73      1   1108   0.0050     0.500     yes
1109    167.72    171.79    244.49    2    167.74      1   1109   0.0050     0.500     yes
1110    167.70    171.75    244.62    2    167.71      1   1110   0.0050     0.500     yes
1111    167.72    171.79    244.38    2    167.75      1   1111   0.0050     0.500     yes
1112    167.70    171.77    244.64    2    167.71      1   1112   0.0050     0.500     yes
1113    167.72    171.81    244.39    2    167.74      1   1113   0.0050     0.500     yes
1114    167.70    171.79    244.60    2    167.71      1   1114   0.0050     0.500     yes
1115    167.72    171.82    244.43    2    167.75      1   1115   0.0050     0.500     yes
1116    167.70    171.80    244.62    2    167.72      1   1116   0.0050     0.500     yes
1117    167.73    171.84    244.42    2    167.75      1   1117   0.0050     0.500     yes
1118    167.69    171.80    244.66    2    167.71      1   1118   0.0050     0.500     yes
1119    167.72    171.83    244.45    2    167.75      1   1119   0.0050     0.500     yes
1120    167.70    171.80    244.73    2    167.72      1   1120   0.0050     0.500     yes
1121    167.72    171.83    244.61    2    167.75      1   1121   0.0050     0.500     yes
1122    167.70    171.81    244.83    2    167.73      1   1122   0.0050     0.500     yes
1123    167.72    171.83    244.69    2    167.76      1   1123   0.0050     0.500     yes
1124    167.71    171.83    244.82    2    167.74      1   1124   0.0050     0.500     yes
1125    167.73    171.84    244.63    2    167.76      1   1125   0.0050     0.500     yes
1126    167.71    171.84    244.80    2    167.74      1   1126   0.0050     0.500     yes
1127    167.73    171.86    244.65    2    167.77      1   1127   0.0050     0.500     yes
1128    167.72    171.85    244.81    2    167.74      1   1128   0.0050     0.500     yes
1129    167.74    171.87    244.65    2    167.77      1   1129   0.0050     0.500     yes
1130    167.72    171.86    244.82    2    167.74      1   1130   0.0050     0.500     yes
1131    167.74    171.88    244.65    2    167.77      1   1131   0.0050     0.500     yes
1132    167.72    171.86    244.89    2    167.74      1   1132   0.0050     0.500     yes
1133    167.74    171.88    244.73    2    167.77      1   1133   0.0050     0.500     yes
1134    167.72    171.88    244.93    2    167.74      1   1134   0.0050     0.500     yes
1135    167.73    171.89    244.79    2    167.77      1   1135   0.0050     0.500     yes
1136    167.73    171.90    244.98    2    167.75      1   1136   0.0050     0.500     yes
1137    167.74    171.91    244.89    2    167.78      1   1137   0.0050     0.500     yes
1138    167.73    171.91    245.05    2    167.75      1   1138   0.0050     0.500     yes
1139    167.74    171.91    244.90    2    167.77      1   1139   0.0050     0.500     yes
1140    167.73    171.91    245.09    2    167.76      1   1140   0.0050     0.500     yes
1141    167.74    171.91    245.00    2    167.78      1   1141   0.0050     0.500     yes
1142    167.73    171.92    245.20    2    167.76      1   1142   0.0050     0.500     yes
1143    167.74    171.93    245.03    2    167.78      1   1143   0.0050     0.500     yes
1144    167.73    171.92    245.22    2    167.76      1   1144   0.0050     0.500     yes
1145    167.74    171.93    245.09    2    167.78      1   1145   0.0050     0.500     yes
1146    167.73    171.93    245.31    2    167.76      1   1146   0.0050     0.500     yes
1147    167.75    171.94    245.12    2    167.79      1   1147   0.0050     0.500     yes
1148    167.73    171.93    245.33    2    167.76      1   1148   0.0050     0.500     yes
1149    167.75    171.94    245.17    2    167.80      1   1149   0.0050     0.500     yes
1150    167.73    171.93    245.35    2    167.76      1   1150   0.0050     0.500     yes
1151    167.75    171.94    245.20    2    167.79      1   1151   0.0050     0.500     yes
1152    167.73    171.93    245.35    2    167.76      1   1152   0.0050     0.500     yes
1153    167.75    171.94    245.21    2    167.79      1   1153   0.0050     0.500     yes
1154    167.74    171.93    245.40    2    167.77      1   1154   0.0050     0.500     yes
1155    167.75    171.94    245.24    2    167.79      1   1155   0.0050     0.500     yes
1156    167.74    171.94    245.52    2    167.78      1   1156   0.0050     0.500     yes
1157    167.75    171.94    245.34    2    167.79      1   1157   0.0050     0.500     yes
1158    167.74    171.94    245.55    2    167.77      1   1158   0.0050     0.500     yes
1159    167.75    171.95    245.36    2    167.79      1   1159   0.0050     0.500     yes
1160    167.74    171.94    245.62    2    167.77      1   1160   0.0050     0.500     yes
1161    167.75    171.95    245.52    2    167.78      1   1161   0.0050     0.500     yes
1162    167.74    171.95    245.68    2    167.77      1   1162   0.0050     0.500     yes
1163    167.75    171.96    245.59    2    167.78      1   1163   0.0050     0.500     yes
1164    167.74    171.96    245.75    2    167.77      1   1164   0.0050     0.500     yes
1165    167.76    171.97    245.58    2    167.78      1   1165   0.0050     0.500     yes
1166    167.74    171.96    245.71    2    167.77      1   1166   0.0050     0.500     yes
1167    167.76    171.98    245.61    2    167.79      1   1167   0.0050     0.500     yes
1168    167.74    171.97    245.75    2    167.77      1   1168   0.0050     0.500     yes
1169    167.76    171.99    245.59    2    167.79      1   1169   0.0050     0.500     yes
1170    167.74    171.98    245.82    2    167.76      1   1170   0.0050     0.500     yes
1171    167.76    172.00    245.68    2    167.79      1   1171   0.0050     0.500     yes
1172    167.74    172.00    245.84    2    167.77      1   1172   0.0050     0.500     yes
1173    167.76    172.00    245.73    2    167.79      1   1173   0.0050     0.500     yes
1174    167.74    171.99    245.84    2    167.77      1   1174   0.0050     0.500     yes
1175    167.76    172.01    245.79    2    167.79      1   1175   0.0050     0.500     yes
1176    167.74    171.99    245.91    2    167.77      1   1176   0.0050     0.500     yes
1177    167.76    172.01    245.79    2    167.79      1   1177   0.0050     0.500     yes
1178    167.74    172.01    246.02    2    167.77      1   1178   0.0050     0.500     yes
1179    167.76    172.03    245.89    2    167.79      1   1179   0.0050     0.500     yes
1180    167.74    172.02    246.03    2    167.77      1   1180   0.0050     0.500     yes
1181    167.76    172.03    245.87    2    167.79      1   1181   0.0050     0.500     yes
1182    167.74    172.03    246.21    2    167.76      1   1182   0.0050     0.500     yes
1183    167.77    172.04    246.02    2    167.79      1   1183   0.0050     0.500     yes
1184    167.74    172.03    246.25    2    167.77      1   1184   0.0050     0.500     yes
1185    167.77    172.06    246.07    2    167.80      1   1185   0.0050     0.500     yes
1186    167.74    172.05    246.37    2    167.77      1   1186   0.0050     0.500     yes
1187    167.77    172.07    246.21    2    167.80      1   1187   0.0050     0.500     yes
1188    167.74    172.06    246.35    2    167.77      1   1188   0.0050     0.500     yes
1189    167.77    172.07    246.36    2    167.79      1   1189   0.0050     0.500     yes
1190    167.75    172.06    246.41    2    167.77      1   1190   0.0050     0.500     yes
1191    167.77    172.10    246.40    2    167.79      1   1191   0.0050     0.500     yes
1192    167.75    172.07    246.50    2    167.77      1   1192   0.0050     0.500     yes
1193    167.77    172.11    246.45    2    167.80      1   1193   0.0050     0.500     yes
1194    167.74    172.07    246.63    2    167.76      1   1194   0.0050     0.500     yes
1195    167.77    172.11    246.51    2    167.80      1   1195   0.0050     0.500     yes
1196    167.74    172.09    246.63    2    167.77      1   1196   0.0050     0.500     yes
1197    167.77    172.11    246.51    2    167.79      1   1197   0.0050     0.500     yes
1198    167.75    172.10    246.64    2    167.77      1   1198   0.0050     0.500     yes
1199    167.78    172.16    246.73    2    167.80      1   1199   0.0050     0.500     yes
1200    167.75    172.13    246.75    2    167.77      1   1200   0.0050     0.500     yes
1201    167.78    172.17    246.73    2    167.80      1   1201   0.0050     0.500     yes
1202    167.75    172.14    246.79    2    167.77      1   1202   0.0050     0.500     yes
1203    167.78    172.18    246.75    2    167.80      1   1203   0.0050     0.500     yes
1204    167.75    172.15    246.78    2    167.77      1   1204   0.0050     0.500     yes
1205    167.78    172.19    246.76    2    167.80      1   1205   0.0050     0.500     yes
1206    167.75    172.16    246.87    2    167.77      1   1206   0.0050     0.500     yes
1207    167.78    172.19    246.74    2    167.80      1   1207   0.0050     0.500     yes
1208    167.75    172.16    246.95    2    167.77      1   1208   0.0050     0.500     yes
1209    167.78    172.20    246.79    2    167.81      1   1209   0.0050     0.500     yes
1210    167.75    172.17    246.94    2    167.77      1   1210   0.0050     0.500     yes
1211    167.78    172.20    246.85    2    167.81      1   1211   0.0050     0.500     yes
1212    167.75    172.18    246.99    2    167.77      1   1212   0.0050     0.500     yes
1213    167.78    172.21    246.84    2    167.80      1   1213   0.0050     0.500     yes
1214    167.75    172.18    247.02    2    167.77      1   1214   0.0050     0.500     yes
1215    167.78    172.21    246.92    2    167.81      1   1215   0.0050     0.500     yes
1216    167.76    172.19    247.14    2    167.78      1   1216   0.0050     0.500     yes
1217    167.78    172.21    247.08    2    167.80      1   1217   0.0050     0.500     yes
1218    167.76    172.19    247.09    2    167.78      1   1218   0.0050     0.500     yes
1219    167.78    172.20    246.98    2    167.80      1   1219   0.0050     0.500     yes
1220    167.76    172.17    247.21    2    167.77      1   1220   0.0050     0.500     yes
1221    167.77    172.18    246.99    2    167.80      1   1221   0.0050     0.500     yes
1222    167.76    172.17    247.13    2    167.78      1   1222   0.0050     0.500     yes
1223    167.77    172.19    246.94    2    167.79      1   1223   0.0050     0.500     yes
1224    167.76    172.17    247.21    2    167.77      1   1224   0.0050     0.500     yes
1225    167.77    172.17    246.98    2    167.79      1   1225   0.0050     0.500     yes
1226    167.76    172.16    247.26    2    167.78      1   1226   0.0050     0.500     yes
1227    167.77    172.19    247.11    2    167.79      1   1227   0.0050     0.500     yes
1228    167.77    172.20    247.32    2    167.79      1   1228   0.0050     0.500     yes
1229    167.77    172.18    247.06    2    167.80      1   1229   0.0050     0.500     yes
1230    167.77    172.20    247.29    2    167.79      1   1230   0.0050     0.500     yes
1231    167.77    172.20    247.09    2    167.80      1   1231   0.0050     0.500     yes
1232    167.77    172.23    247.34    2    167.78      1   1232   0.0050     0.500     yes
1233    167.78    172.21    247.13    2    167.80      1   1233   0.0050     0.500     yes
1234    167.77    172.23    247.38    2    167.79      1   1234   0.0050     0.500     yes
1235    167.78    172.23    247.11    2    167.80      1   1235   0.0050     0.500     yes
1236    167.78    172.25    247.41    2    167.80      1   1236   0.0050     0.500     yes
1237    167.78    172.25    247.17    2    167.81      1   1237   0.0050     0.500     yes
1238    167.78    172.26    247.46    2    167.80      1   1238   0.0050     0.500     yes
1239    167.78    172.26    247.20    2    167.81      1   1239   0.0050     0.500     yes
1240    167.78    172.27    247.47    2    167.80      1   1240   0.0050     0.500     yes
1241    167.79    172.26    247.28    2    167.81      1   1241   0.0050     0.500     yes
1242    167.78    172.27    247.56    2    167.80      1   1242   0.0050     0.500     yes
1243    167.79    172.26    247.32    2    167.81      1   1243   0.0050     0.500     yes
1244    167.78    172.28    247.59    2    167.80      1   1244   0.0050     0.500     yes
1245    167.79    172.28    247.35    2    167.82      1   1245   0.0050     0.500     yes
1246    167.77    172.27    247.58    2    167.79      1   1246   0.0050     0.500     yes
1247    167.80    172.29    247.42    2    167.83      1   1247   0.0050     0.500     yes
1248    167.77    172.27    247.53    2    167.80      1   1248   0.0050     0.500     yes
1249    167.80    172.30    247.36    2    167.83      1   1249   0.0050     0.500     yes
1250    167.77    172.28    247.58    2    167.80      1   1250   0.0050     0.500     yes
1251    167.80    172.30    247.37    2    167.84      1   1251   0.0050     0.500     yes
1252    167.78    172.28    247.58    2    167.80      1   1252   0.0050     0.500     yes
1253    167.80    172.31    247.40    2    167.84      1   1253   0.0050     0.500     yes
1254    167.78    172.30    247.61    2    167.81      1   1254   0.0050     0.500     yes
1255    167.81    172.32    247.40    2    167.85      1   1255   0.0050     0.500     yes
1256    167.78    172.30    247.64    2    167.81      1   1256   0.0050     0.500     yes
1257    167.81    172.32    247.43    2    167.85      1   1257   0.0050     0.500     yes
1258    167.78    172.30    247.65    2    167.81      1   1258   0.0050     0.500     yes
1259    167.81    172.32    247.49    2    167.85      1   1259   0.0050     0.500     yes
1260    167.78    172.31    247.70    2    167.81      1   1260   0.0050     0.500     yes
1261    167.81    172.33    247.52    2    167.85      1   1261   0.0050     0.500     yes
1262    167.79    172.33    247.70    2    167.82      1   1262   0.0050     0.500     yes
1263    167.81    172.33    247.51    2    167.85      1   1263   0.0050     0.500     yes
1264    167.79    172.33    247.70    2    167.82      1   1264   0.0050     0.500     yes
1265    167.81    172.34    247.55    2    167.86      1   1265   0.0050     0.500     yes
1266    167.79    172.33    247.75    2    167.82      1   1266   0.0050     0.500     yes
1267    167.81    172.34    247.59    2    167.86      1   1267   0.0050     0.500     yes
1268    167.79    172.33    247.78    2    167.82      1   1268   0.0050     0.500     yes
1269    167.81    172.34    247.64    2    167.86      1   1269   0.0050     0.500     yes
1270    167.79    172.33    247.73    2    167.83      1   1270   0.0050     0.500     yes
1271    167.81    172.34    247.67    2    167.86      1   1271   0.0050     0.500     yes
1272    167.79    172.34    247.81    2    167.83      1   1272   0.0050     0.500     yes
1273    167.81    172.34    247.66    2    167.86      1   1273   0.0050     0.500     yes
1274    167.80    172.34    247.77    2    167.83      1   1274   0.0050     0.500     yes
1275    167.81    172.35    247.67    2    167.86      1   1275   0.0050     0.500     yes
1276    167.80    172.35    247.80    2    167.83      1   1276   0.0050     0.500     yes
1277    167.81    172.35    247.62    2    167.86      1   1277   0.0050     0.500     yes
1278    167.80    172.35    247.81    2    167.83      1   1278   0.0050     0.500     yes
1279    167.81    172.35    247.71    2    167.86      1   1279   0.0050     0.500     yes
1280    167.80    172.35    247.89    2    167.83      1   1280   0.0050     0.500     yes
1281    167.81    172.35    247.79    2    167.86      1   1281   0.0050     0.500     yes
1282    167.79    172.35    247.98    2    167.83      1   1282   0.0050     0.500     yes
1283    167.82    172.37    247.85    2    167.86      1   1283   0.0050     0.500     yes
1284    167.79    172.35    247.98    2    167.82      1   1284   0.0050     0.500     yes
1285    167.82    172.37    247.90    2    167.87      1   1285   0.0050     0.500     yes
1286    167.79    172.35    247.99    2    167.82      1   1286   0.0050     0.500     yes
1287    167.82    172.37    247.95    2    167.86      1   1287   0.0050     0.500     yes
1288    167.79    172.35    248.13    2    167.82      1   1288   0.0050     0.500     yes
1289    167.81    172.36    248.01    2    167.85      1   1289   0.0050     0.500     yes
1290    167.79    172.34    248.14    2    167.82      1   1290   0.0050     0.500     yes
1291    167.81    172.36    248.04    2    167.85      1   1291   0.0050     0.500     yes
1292    167.79    172.35    248.15    2    167.82      1   1292   0.0050     0.500     yes
1293    167.81    172.36    248.10    2    167.86      1   1293   0.0050     0.500     yes
1294    167.79    172.36    248.14    2    167.82      1   1294   0.0050     0.500     yes
1295    167.81    172.36    248.03    2    167.85      1   1295   0.0050     0.500     yes
1296    167.79    172.36    248.15    2    167.82      1   1296   0.0050     0.500     yes
1297    167.81    172.37    248.08    2    167.86      1   1297   0.0050     0.500     yes
1298    167.79    172.36    248.21    2    167.82      1   1298   0.0050     0.500     yes
1299    167.82    172.38    248.14    2    167.86      1   1299   0.0050     0.500     yes
1300    167.80    172.37    248.30    2    167.82      1   1300   0.0050     0.500     yes
1301    167.82    172.39    248.20    2    167.86      1   1301   0.0050     0.500     yes
1302    167.80    172.37    248.36    2    167.83      1   1302   0.0050     0.500     yes
1303    167.82    172.40    248.24    2    167.86      1   1303   0.0050     0.500     yes
1304    167.80    172.39    248.38    2    167.83      1   1304   0.0050     0.500     yes
1305    167.82    172.41    248.24    2    167.86      1   1305   0.0050     0.500     yes
1306    167.80    172.39    248.48    2    167.83      1   1306   0.0050     0.500     yes
1307    167.82    172.41    248.30    2    167.86      1   1307   0.0050     0.500     yes
1308    167.80    172.40    248.38    2    167.83      1   1308   0.0050     0.500     yes
1309    167.83    172.42    248.33    2    167.87      1   1309   0.0050     0.500     yes
1310    167.81    172.41    248.38    2    167.83      1   1310   0.0050     0.500     yes
1311    167.82    172.42    248.25    2    167.86      1   1311   0.0050     0.500     yes
1312    167.81    172.41    248.38    2    167.84      1   1312   0.0050     0.500     yes
1313    167.82    172.41    248.28    2    167.86      1   1313   0.0050     0.500     yes
1314    167.80    172.41    248.40    2    167.83      1   1314   0.0050     0.500     yes
1315    167.83    172.42    248.30    2    167.86      1   1315   0.0050     0.500     yes
1316    167.81    172.41    248.46    2    167.83      1   1316   0.0050     0.500     yes
1317    167.83    172.44    248.34    2    167.86      1   1317   0.0050     0.500     yes
1318    167.81    172.43    248.53    2    167.83      1   1318   0.0050     0.500     yes
1319    167.83    172.44    248.29    2    167.86      1   1319   0.0050     0.500     yes
1320    167.81    172.43    248.47    2    167.83      1   1320   0.0050     0.500     yes
1321    167.83    172.46    248.25    2    167.86      1   1321   0.0050     0.500     yes
1322    167.81    172.45    248.39    2    167.83      1   1322   0.0050     0.500     yes
1323    167.83    172.48    248.28    2    167.86      1   1323   0.0050     0.500     yes
1324    167.81    172.46    248.46    2    167.83      1   1324   0.0050     0.500     yes
1325    167.83    172.48    248.33    2    167.86      1   1325   0.0050     0.500     yes
1326    167.82    172.45    248.52    2    167.83      1   1326   0.0050     0.500     yes
1327    167.83    172.48    248.39    2    167.86      1   1327   0.0050     0.500     yes
1328    167.81    172.47    248.55    2    167.83      1   1328   0.0050     0.500     yes
1329    167.82    172.49    248.33    2    167.85      1   1329   0.0050     0.500     yes
1330    167.82    172.47    248.61    2    167.83      1   1330   0.0050     0.500     yes
1331    167.82    172.50    248.37    2    167.84      1   1331   0.0050     0.500     yes
1332    167.82    172.48    248.61    2    167.84      1   1332   0.0050     0.500     yes
1333    167.83    172.53    248.46    2    167.85      1   1333   0.0050     0.500     yes
1334    167.82    172.50    248.57    2    167.84      1   1334   0.0050     0.500     yes
1335    167.82    172.53    248.52    2    167.84      1   1335   0.0050     0.500     yes
1336    167.82    172.49    248.68    2    167.83      1   1336   0.0050     0.500     yes
1337    167.82    172.52    248.51    2    167.84      1   1337   0.0050     0.500     yes
1338    167.81    172.47    248.70    2    167.82      1   1338   0.0050     0.500     yes
1339    167.82    172.49    248.47    2    167.84      1   1339   0.0050     0.500     yes
1340    167.81    172.49    248.69    2    167.83      1   1340   0.0050     0.500     yes
1341    167.82    172.49    248.62    2    167.84      1   1341   0.0050     0.500     yes
1342    167.81    172.48    248.82    2    167.83      1   1342   0.0050     0.500     yes
1343    167.82    172.50    248.64    2    167.84      1   1343   0.0050     0.500     yes
1344    167.81    172.47    248.74    2    167.83      1   1344   0.0050     0.500     yes
1345    167.82    172.50    248.57    2    167.85      1   1345   0.0050     0.500     yes
1346    167.81    172.48    248.72    2    167.83      1   1346   0.0050     0.500     yes
1347    167.82    172.51    248.53    2    167.85      1   1347   0.0050     0.500     yes
1348    167.81    172.49    248.76    2    167.83      1   1348   0.0050     0.500     yes
1349    167.82    172.49    248.51    2    167.84      1   1349   0.0050     0.500     yes
1350    167.81    172.48    248.73    2    167.83      1   1350   0.0050     0.500     yes
1351    167.82    172.49    248.52    2    167.84      1   1351   0.0050     0.500     yes
1352    167.81    172.48    248.68    2    167.84      1   1352   0.0050     0.500     yes
1353    167.82    172.49    248.54    2    167.84      1   1353   0.0050     0.500     yes
1354    167.81    172.48    248.66    2    167.84      1   1354   0.0050     0.500     yes
1355    167.82    172.50    248.53    2    167.84      1   1355   0.0050     0.500     yes
1356    167.81    172.48    248.68    2    167.83      1   1356   0.0050     0.500     yes
1357    167.82    172.49    248.57    2    167.84      1   1357   0.0050     0.500     yes
1358    167.81    172.46    248.75    2    167.83      1   1358   0.0050     0.500     yes
1359    167.83    172.48    248.61    2    167.85      1   1359   0.0050     0.500     yes
1360    167.81    172.45    248.77    2    167.83      1   1360   0.0050     0.500     yes
1361    167.82    172.46    248.63    2    167.84      1   1361   0.0050     0.500     yes
1362    167.82    172.45    248.88    2    167.84      1   1362   0.0050     0.500     yes
1363    167.81    172.44    248.76    2    167.83      1   1363   0.0050     0.500     yes
1364    167.82    172.43    248.96    2    167.83      1   1364   0.0050     0.500     yes
1365    167.81    172.43    248.86    2    167.82      1   1365   0.0050     0.500     yes
1366    167.82    172.42    249.12    2    167.83      1   1366   0.0050     0.500     yes
1367    167.81    172.42    249.05    2    167.83      1   1367   0.0050     0.500     yes
1368    167.81    172.40    249.24    2    167.82      1   1368   0.0050     0.500     yes
1369    167.81    172.38    249.17    2    167.83      1   1369   0.0050     0.500     yes
1370    167.81    172.37    249.36    2    167.82      1   1370   0.0050     0.500     yes
1371    167.81    172.37    249.27    2    167.82      1   1371   0.0050     0.500     yes
1372    167.80    172.35    249.49    2    167.81      1   1372   0.0050     0.500     yes
1373    167.81    172.37    249.32    2    167.82      1   1373   0.0050     0.500     yes
1374    167.80    172.34    249.54    2    167.81      1   1374   0.0050     0.500     yes
1375    167.81    172.35    249.42    2    167.83      1   1375   0.0050     0.500     yes
1376    167.80    172.31    249.68    2    167.81      1   1376   0.0050     0.500     yes
1377    167.81    172.32    249.51    2    167.82      1   1377   0.0050     0.500     yes
1378    167.80    172.29    249.74    2    167.81      1   1378   0.0050     0.500     yes
1379    167.80    172.28    249.63    2    167.82      1   1379   0.0050     0.500     yes
1380    167.80    172.27    249.77    2    167.82      1   1380   0.0050     0.500     yes
1381    167.81    172.26    249.62    2    167.82      1   1381   0.0050     0.500     yes
1382    167.80    172.25    249.76    2    167.81      1   1382   0.0050     0.500     yes
1383    167.80    172.24    249.70    2    167.82      1   1383   0.0050     0.500     yes
1384    167.80    172.24    249.86    2    167.82      1   1384   0.0050     0.500     yes
1385    167.80    172.22    249.65    2    167.82      1   1385   0.0050     0.500     yes
1386    167.80    172.19    249.86    2    167.81      1   1386   0.0050     0.500     yes
1387    167.81    172.20    249.69    2    167.82      1   1387   0.0050     0.500     yes
1388    167.80    172.16    249.93    2    167.81      1   1388   0.0050     0.500     yes
1389    167.80    172.15    249.80    2    167.81      1   1389   0.0050     0.500     yes
1390    167.80    172.11    249.95    2    167.81      1   1390   0.0050     0.500     yes
1391    167.80    172.10    249.91    2    167.81      1   1391   0.0050     0.500     yes
1392    167.80    172.07    250.10    2    167.81      1   1392   0.0050     0.500     yes
1393    167.80    172.06    250.01    2    167.82      1   1393   0.0050     0.500     yes
1394    167.80    172.03    250.13    2    167.81      1   1394   0.0050     0.500     yes
1395    167.80    172.03    250.08    2    167.81      1   1395   0.0050     0.500     yes
1396    167.79    171.99    250.19    2    167.80      1   1396   0.0050     0.500     yes
1397    167.79    171.99    250.20    2    167.80      1   1397   0.0050     0.500     yes
1398    167.79    171.96    250.37    2    167.80      1   1398   0.0050     0.500     yes
1399    167.80    171.95    250.27    2    167.81      1   1399   0.0050     0.500     yes
1400    167.79    171.91    250.52    2    167.81      1   1400   0.0050     0.500     yes
1401    167.79    171.91    250.39    2    167.80      1   1401   0.0050     0.500     yes
1402    167.78    171.87    250.74    2    167.80      1   1402   0.0050     0.500     yes
1403    167.79    171.87    250.57    2    167.81      1   1403   0.0050     0.500     yes
1404    167.78    171.82    250.89    2    167.80      1   1404   0.0050     0.500     yes
1405    167.79    171.82    250.72    2    167.80      1   1405   0.0050     0.500     yes
1406    167.79    171.79    250.97    2    167.80      1   1406   0.0050     0.500     yes
1407    167.78    171.75    250.85    2    167.80      1   1407   0.0050     0.500     yes
1408    167.79    171.73    251.06    2    167.80      1   1408   0.0050     0.500     yes
1409    167.78    171.69    250.97    2    167.80      1   1409   0.0050     0.500     yes
1410    167.78    171.68    251.15    2    167.80      1   1410   0.0050     0.500     yes
1411    167.78    171.64    251.00    2    167.80      1   1411   0.0050     0.500     yes
1412    167.78    171.63    251.21    2    167.80      1   1412   0.0050     0.500     yes
1413    167.78    171.60    251.11    2    167.80      1   1413   0.0050     0.500     yes
1414    167.79    171.59    251.29    2    167.80      1   1414   0.0050     0.500     yes
1415    167.78    171.56    251.24    2    167.79      1   1415   0.0050     0.500     yes
1416    167.78    171.54    251.32    2    167.80      1   1416   0.0050     0.500     yes
1417    167.78    171.50    251.20    2    167.80      1   1417   0.0050     0.500     yes
1418    167.79    171.50    251.37    2    167.81      1   1418   0.0050     0.500     yes
1419    167.78    171.44    251.27    2    167.81      1   1419   0.0050     0.500     yes
1420    167.79    171.45    251.42    2    167.81      1   1420   0.0050     0.500     yes
1421    167.78    171.39    251.31    2    167.80      1   1421   0.0050     0.500     yes
1422    167.79    171.40    251.51    2    167.81      1   1422   0.0050     0.500     yes
