k,max_abs_density_error,mean_abs_density_error,rms_density_error,max_relative_density_error,n_changed,n_single_equal_single_0p1,n_cross_rho_eff_0p1
2192,2.95988856757745e-08,3.31140053286309e-09,7.40606318729557e-09,5.63052158776007e-08,772,0,0
2193,2.96064838201104e-08,3.25270058557649e-09,7.31949784704031e-09,5.43454119532736e-08,769,9,9
2194,2.95988856757745e-08,3.25469932456458e-09,7.3539349917233e-09,5.63052158776007e-08,771,0,0
2195,2.96064838201104e-08,3.25845092111371e-09,7.35075681570902e-09,5.43454119532736e-08,770,9,9
2196,2.95988856757745e-08,3.26708711436855e-09,7.33259326201865e-09,5.39815626161609e-08,778,0,0
2197,2.96064838201104e-08,3.28953992623465e-09,7.35915575223092e-09,5.43454119532736e-08,774,9,9
2198,2.95572316622028e-08,3.2907048088273e-09,7.35149932232321e-09,5.63052158776007e-08,778,0,0
2199,2.9724517736085e-08,3.28916134829275e-09,7.38046705014533e-09,5.43454119532736e-08,770,9,9
2200,2.97981298524874e-08,3.30864826112795e-09,7.34836158149512e-09,5.75533562647246e-08,777,0,0
2201,2.9724517736085e-08,3.23823505654824e-09,7.27830371483339e-09,5.43454115451033e-08,774,8,8
2202,2.9622700070675e-08,3.16915162629335e-09,7.22282196805057e-09,5.78001839759648e-08,773,0,0
2203,2.97286044670386e-08,3.12313863179687e-09,7.23765149600088e-09,5.64641702720936e-08,771,7,7
2204,2.96704247837454e-08,3.11363317339076e-09,7.16800784849099e-09,5.48065836100855e-08,771,0,0
2205,2.97286044670386e-08,3.15747746841303e-09,7.25207109639811e-09,5.64641702720936e-08,773,7,7
2206,2.96056443804815e-08,3.17201874002264e-09,7.23191930644735e-09,5.78001839759648e-08,771,0,0
2207,2.97286044670386e-08,3.22164321625446e-09,7.33694247028577e-09,5.64641702720936e-08,776,7,7
2208,2.96056443804815e-08,3.18871650081897e-09,7.25950514788867e-09,5.78001839759648e-08,771,0,0
2209,2.97286044670386e-08,3.1904681527186e-09,7.3023386727995e-09,5.64641702720936e-08,776,7,7
2210,2.96056443804815e-08,3.10842112806853e-09,7.08743539556283e-09,5.78001839759648e-08,770,0,0
2211,2.97286044670386e-08,3.13944433366623e-09,7.17086729191331e-09,5.64641702720936e-08,775,8,8
2212,2.96056443804815e-08,3.11139339401363e-09,7.08703629717254e-09,5.48065836100855e-08,771,0,0
2213,2.97286044670386e-08,3.16072014170509e-09,7.23252966890694e-09,5.64641702720936e-08,775,8,8
2214,2.96056443804815e-08,3.15825495520929e-09,7.22135464625956e-09,5.78001839759648e-08,770,0,0
2215,2.97286044670386e-08,3.13463424461153e-09,7.22552427720806e-09,5.64641702720936e-08,774,8,8
2216,2.96026608781474e-08,3.11156654631755e-09,7.11919482227406e-09,5.78001839759648e-08,769,0,0
2217,2.95558297835896e-08,3.09055100563688e-09,7.13364441157927e-09,5.64641702720936e-08,773,8,8
2218,2.9622700070675e-08,3.08058600088371e-09,7.00598179067211e-09,5.78001839759648e-08,768,0,0
2219,2.96323462434245e-08,3.12232506510367e-09,7.10314165845924e-09,5.64641702720936e-08,774,8,8
2220,2.95286163298769e-08,3.10029019295431e-09,7.02117976640777e-09,5.78001839759648e-08,769,0,0
2221,2.96323462434245e-08,3.07378339478882e-09,7.04522959736354e-09,5.64641702720936e-08,773,7,7
2222,2.95988856757745e-08,3.09089915676223e-09,7.02031278685265e-09,5.78001839759648e-08,769,0,0
2223,2.95558297835896e-08,3.11222250497399e-09,7.06665134486098e-09,5.64641702720936e-08,773,7,7
2224,2.9723208450072e-08,3.10925676332501e-09,7.00159194957006e-09,5.78001839759648e-08,767,0,0
2225,2.96323462434245e-08,3.14921590140058e-09,7.12140332165141e-09,5.52250113521295e-08,771,8,8
2226,2.9723208450072e-08,3.1132278595746e-09,7.02088028981385e-09,5.78001839759648e-08,768,0,0
2227,2.96323462434245e-08,3.15626692456833e-09,7.10851882020649e-09,5.52250113521295e-08,771,8,8
2228,2.95286163298769e-08,3.05752322730479e-09,6.90493061588014e-09,5.78001839759648e-08,766,0,0
2229,2.96323462434245e-08,3.09859474033209e-09,7.01461435364274e-09,5.52250113521295e-08,771,8,8
2230,2.9723208450072e-08,3.05915181449713e-09,6.9535931944558e-09,5.78001839759648e-08,768,0,0
2231,2.96323462434245e-08,3.09306155733541e-09,7.00081660447424e-09,5.52250113521295e-08,772,8,8
2232,2.95988856757745e-08,3.01953762536182e-09,6.87247760713386e-09,5.78001839759648e-08,767,0,0
2233,2.96323462434245e-08,3.05979223436352e-09,6.95545568420045e-09,5.52250113521295e-08,771,8,8
2234,2.95988856757745e-08,3.02864746776902e-09,6.93046999910152e-09,5.78001839759648e-08,766,0,0
2235,2.97132616289275e-08,3.08710208524091e-09,7.01186138974717e-09,5.52250113521295e-08,773,9,9
2236,2.9723208450072e-08,2.98790904246428e-09,6.88121141786393e-09,5.52751442366199e-08,770,0,0
2237,2.97132616289275e-08,3.03248733245795e-09,6.98663521187628e-09,5.52250113521295e-08,770,8,8
2238,2.9723208450072e-08,2.98933363749785e-09,6.91845974185752e-09,5.52751442366199e-08,771,0,0
2239,2.9573066773203e-08,3.03193839897244e-09,6.95566989231139e-09,5.52250113521295e-08,771,8,8
2240,2.9723208450072e-08,3.01778832568925e-09,6.97328249109883e-09,5.52751442366199e-08,767,0,0
2241,2.9573066773203e-08,3.04467390377993e-09,6.95564024235334e-09,5.52250113521295e-08,771,8,8
2242,2.95988856757745e-08,2.992705033119e-09,6.85667667985227e-09,5.52751442366199e-08,767,0,0
2243,2.95987652165763e-08,3.06192002730274e-09,7.0236942138813e-09,5.81303458570521e-08,772,8,8
2244,2.9723208450072e-08,2.99733565590512e-09,6.93172273052847e-09,5.52751442366199e-08,766,0,0
2245,2.9573066773203e-08,3.06579476169462e-09,6.98803221668835e-09,5.52250113521295e-08,771,8,8
2246,2.95988856757745e-08,2.98084155654035e-09,6.85264138919228e-09,5.52751442366199e-08,766,0,0
2247,2.9573066773203e-08,3.04503077269261e-09,6.96893530200076e-09,5.81303458570521e-08,773,8,8
2248,2.9723208450072e-08,2.9909168741464e-09,6.90086190341444e-09,5.53391104922366e-08,772,0,0
2249,2.9573066773203e-08,3.05067234180461e-09,6.96646907662202e-09,5.54512316275575e-08,771,8,8
2250,2.96953281964107e-08,2.97829636398233e-09,6.85125156199023e-09,5.48065836100855e-08,772,0,0
2251,2.96323462434245e-08,3.02818733790586e-09,6.92190373470221e-09,5.52250113521295e-08,771,8,8
2252,2.9723208450072e-08,2.92468787168327e-09,6.77167142477937e-09,5.48065836100855e-08,766,0,0
2253,2.96323462434245e-08,2.99591235291226e-09,6.85348030335184e-09,5.52250113521295e-08,772,8,8
2254,2.9723208450072e-08,2.9110275575371e-09,6.72058330968662e-09,5.48065836100855e-08,766,0,0
2255,2.96323462434245e-08,3.0051831664964e-09,6.87092995930553e-09,5.52250113521295e-08,772,8,8
2256,2.9723208450072e-08,2.91736090042187e-09,6.74056426609635e-09,5.48065836100855e-08,766,0,0
2257,2.96323462434245e-08,2.99373286512009e-09,6.89383167072616e-09,5.52250113521295e-08,771,8,8
2258,2.9723208450072e-08,2.91936589840106e-09,6.78855947265852e-09,5.48065836100855e-08,766,0,0
2259,2.96323462434245e-08,3.00390176090797e-09,6.90634391180879e-09,5.52250113521295e-08,771,8,8
2260,2.9723208450072e-08,2.95729583237839e-09,6.83200117860891e-09,5.48065836100855e-08,766,0,0
2261,2.96323462434245e-08,3.04492504159151e-09,6.95575218854817e-09,5.52250113521295e-08,771,8,8
2262,2.95286163298769e-08,2.99535798995685e-09,6.88638639322014e-09,5.48065836100855e-08,766,0,0
