outer,rho_sha256,omega1,omega2,omega3,lambda1,lambda2,gap12,dOff,volume,Mnd,gray,mid,broad_core,void_lt_0p1,at_rhomin,beta,box_max,box_mean,box_at_floor,N,multJ,max_abs_drho,l2_drho,rms_drho,sign_reversal,on_bound,at_move_box,step_over_box_rms,pred_gain,real_gain,gain_ratio,stop_metric,stop_eps,stop_raw,nInner,innerConv,spike,stage,exA,exB,exE,exDecl
298,52f8a4dc9850510a7db1ecf023b58c387a183b8e34f6cfd02a74a683b8631a17,163.8450755661283,184.57587118661803,401.49357658410474,26845.208787270287,34068.25222429901,0.12652681533979176,7223.043437028722,0.49999938606889666,0.2709889641421018,0.291875,0.14131944444444444,0.134375,0.3542361111111111,0.0,26847.98878241638,0.04,0.04,nan,2,0,0.010390138526735506,0.14651128786199094,0.0008633260430632342,0.02722222222222222,0.0,0.0,0.02158315107658085,2.779995146094734,0.6536948984976334,0.2351424603801655,0.14651128786199094,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
299,1becf657cda9f5e774ef46b55b537c8a4e347e5b88a4768d2f7874bc783bd1f1,163.8470704106997,184.6061259720632,401.4795392666083,26845.862482168784,34079.421746413274,0.12669775241832998,7233.55926424449,0.49999939400428717,0.2707057389018287,0.2916666666666667,0.14048611111111112,0.13430555555555557,0.3542361111111111,0.0,26848.5603064917,0.04,0.04,nan,2,0,0.010084684198163238,0.14554426079622595,0.0008576277814316229,0.04951388888888889,0.0,0.0,0.02144069453579057,2.6978243229168584,0.5962181517461431,0.2209996205763015,0.14554426079622595,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
300,74a7b4e3c769b0b505daa6b4d6622579a3489b245ac887e51313c61e23f007fa,163.84888983548387,184.63517141904944,401.46374067823,26846.45870032053,34090.146524941774,0.12686251096627202,7243.687824621244,0.4999994043018056,0.2704229005166263,0.29125,0.14027777777777778,0.13381944444444444,0.3547222222222222,0.0,26849.10529142257,0.04,0.04,nan,2,0,0.009800208892340472,0.14453534416587865,0.0008516826831735357,0.03347222222222222,0.0,0.0,0.021292067079338388,2.6465911020386557,0.6519636540142528,0.24634090755918,0.14453534416587865,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
301,3b668cc072d37ca2d3ffbd95103f4a70f44861a7c44fc1acf6d2702264ae30ac,163.8508793506295,184.66351513464218,401.4489495723687,26847.110663974545,34100.61382188222,0.1270218131663187,7253.5031579076785,0.4999994033940927,0.27013913383736077,0.2909027777777778,0.13944444444444445,0.13326388888888888,0.3549305555555556,0.0,26849.76485405486,0.04,0.04,nan,2,0,0.010343745288030047,0.14478047634675964,0.0008531271384017691,0.03180555555555555,0.0,0.0,0.02132817846004422,2.6541900803167664,0.6853069357166532,0.2581981376536773,0.14478047634675964,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
302,415c425dd5595e68666fed84d490db78fb3cc8eed0226b7aaf00282499bd9622,163.85297058921532,184.69182262508633,401.43539831859624,26847.79597091026,34111.06934457635,0.1271801906363644,7263.273373666092,0.4999993929287381,0.2698494417175761,0.29055555555555557,0.13777777777777778,0.13319444444444445,0.355,0.0,26850.53706315287,0.04,0.04,nan,2,0,0.011437384081505289,0.14630203228816901,0.0008620929927694794,0.26506944444444447,0.0,0.0,0.021552324819236992,2.7410922426097386,0.7666985209070845,0.2797054798043302,0.14630203228816901,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
303,f9d8cdea5463027ab737444f28726b6da6a39f664e747c81ae79b991c272498d,163.85531016549683,184.72075998904072,401.42360551933393,26848.56266943117,34121.75917092879,0.12734069956273864,7273.1965014976195,0.4999993897765013,0.26955899497417035,0.29006944444444444,0.1363888888888889,0.13305555555555557,0.3553472222222222,0.0,26851.34663829527,0.04,0.04,nan,2,0,0.010186863619965129,0.146664325368595,0.000864227825219031,0.254375,0.0,0.0,0.021605695630475763,2.7839688640997338,0.701317013179505,0.2519126640470864,0.146664325368595,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
304,08e8c42db3ca631e01aeee7dbf51384bb757bbc246267ac7f6e5410a6e0391eb,163.85745020121712,184.74999279152195,401.4122508012873,26849.263986444348,34132.55983646741,0.1275043799634912,7283.29585002306,0.49999939778454694,0.26927075071892154,0.29020833333333335,0.13541666666666666,0.1329861111111111,0.3552777777777778,0.0,26851.966082793657,0.04,0.04,nan,2,0,0.010138174115192687,0.14549057688106645,0.0008573114459278735,0.034027777777777775,0.0,0.0,0.021432786148196825,2.702096349308704,0.7127665171938133,0.2637827912302851,0.14549057688106645,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
305,9072f65b81fdd6cea16b8fac5b782cd850347fc435cd3dbc52a9d93f709e4208,163.85962514592038,184.7791858750741,401.40505198043104,26849.976752961542,34143.34753265518,0.12766757345212046,7293.370779693636,0.49999940337081694,0.26898265122175996,0.28958333333333336,0.1346527777777778,0.13243055555555555,0.35555555555555557,0.0,26852.622640909936,0.04,0.04,nan,2,0,0.009575249958206003,0.1447812700059927,0.0008531318150836494,0.02722222222222222,0.0,0.0,0.021328295377091234,2.6458879483943747,0.7054626056051347,0.2666260323054256,0.1447812700059927,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
306,bb72acda96bd2cf30067ac9301c284d558fae7b959264de51d240400b410d749,163.86177777495016,184.80818838672917,401.39859233231095,26850.682215567147,34154.066494784776,0.12782975319935244,7303.384279217629,0.4999993969942223,0.26868840425104573,0.28923611111111114,0.13395833333333335,0.13236111111111112,0.3556944444444444,0.0,26853.411889030755,0.04,0.04,nan,2,0,0.009625569758238877,0.14562469895280608,0.0008581017678148225,0.28347222222222224,0.0,0.0,0.02145254419537057,2.729673463607469,0.8511935930255277,0.31182982300769824,0.14562469895280608,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
307,c3bb49617141e3af0b4a83d881c54d1cd029b7e0cc32d1d5dc4b39dccf1f1d96,163.8643750458292,184.83778240922086,401.3955599979014,26851.533409160173,34165.00580595848,0.12799247766652064,7313.4723967983045,0.49999939357847734,0.26839269642988045,0.28923611111111114,0.1329861111111111,0.13201388888888888,0.355625,0.0,26854.29288523357,0.04,0.04,nan,2,0,0.010363787314960153,0.1464906217004977,0.0008632042665387928,0.028194444444444446,0.0,0.0,0.02158010666346983,2.759476073399128,0.9072493516250688,0.32877594423477546,0.1464906217004977,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,0.0
308,5fb45d359d0734a7617d5b6dfc6a4cfd9cc7919be8a729ca706db6e4d79507cc,163.86714331589417,184.8673288168816,401.3939718999641,26852.440658511798,34175.929263889026,0.1281537291493782,7323.488605377228,0.4999993952699307,0.26809894495926884,0.2890972222222222,0.13194444444444445,0.131875,0.3556944444444444,0.0,26855.163801342675,0.04,0.04,nan,2,0,0.01111214956201392,0.1461249723539226,0.0008610496571012955,0.268125,0.0,0.0,0.021526241427532386,2.7231428308768955,0.8789589160514879,0.3227737106130599,0.1461249723539226,0.15000000000000002,True,18,1,False,1.0,0.0,1.0,1.0,1.0
309,54270fcb6cb6c34ec2d7d515ed339f95470ea4dce866e35fe8aaae014b7e174e,163.86982521937298,184.89633970241275,401.3922828088783,26853.31961742785,34186.656435350014,0.12831230188286044,7333.336817922165,0.4999997306681032,0.2678272942384128,0.2891666666666667,0.13159722222222223,0.131875,0.3556944444444444,0.0,26855.810062159726,0.02,0.02,nan,2,0,0.0028007964835183277,0.04165594433719198,0.00024546000597964844,0.20284722222222223,0.0,0.0,0.012273000298982425,2.490444731876778,1.7664818647717766,0.7093037810321415,0.04165594433719198,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
310,2e6e42feed5bd3417ff83ee1ec4587f312ec3d31754a8ace301638bebafd0c9b,163.87521502439782,184.90954349058975,401.41203886351724,26855.08609929262,34191.53927389831,0.1283557642506241,7336.4531746056855,0.49999976050299805,0.26763926723537645,0.2890972222222222,0.13145833333333334,0.131875,0.3556944444444444,0.0,26856.61041729407,0.02,0.02,nan,2,0,0.00277128072824213,0.040205591353936414,0.00023691371906653052,0.05875,0.0,0.0,0.011845685953326524,1.524318001447682,1.0707944274727197,0.7024744354234221,0.040205591353936414,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
311,122421c5063b6acbd28e5549905f421ca776b6c86e4dabeee2dd6b9b70f84cd5,163.87848209487447,184.91920592321634,401.4191252995658,26856.156893720094,34195.11271927289,0.1283922303854433,7338.955825552795,0.4999997723444148,0.26749524308196215,0.2890277777777778,0.13111111111111112,0.13180555555555556,0.3556944444444444,0.0,26857.293613117265,0.02,0.02,nan,2,0,0.002727734447581307,0.039724758717755514,0.0002340803855860362,0.06791666666666667,0.0,0.0,0.01170401927930181,1.136719397170964,0.742372631568287,0.6530834552624717,0.039724758717755514,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
312,1f9de5013c31036da76bc08c1ba8c7e4d4c89b16b04afd226a8fcd9de9ca2b09,163.88074708870369,184.9271817446787,401.4196197777771,26856.899266351662,34198.062548029426,0.12842530333708585,7341.163281677764,0.49999977830461173,0.26737501995407714,0.28888888888888886,0.130625,0.13166666666666665,0.3557638888888889,0.0,26857.840221302158,0.02,0.02,nan,2,0,0.002675978391162846,0.039503734247519705,0.00023277798640510366,0.036875,0.0,0.0,0.011638899320255185,0.9409549504962342,0.5629456356837181,0.5982705499204142,0.039503734247519705,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
313,af48dd3256d42c2e1ad1336a218e01d92295aac35440ddba2b9a1c5205d024ac,163.88246462629047,184.9343333934918,401.41702166310216,26857.462211987346,34200.707667695184,0.1284571159898467,7343.245455707838,0.49999978146925295,0.26726809337624324,0.2890277777777778,0.13034722222222223,0.13166666666666665,0.35555555555555557,0.0,26858.303001600423,0.02,0.02,nan,2,0,0.002620317832674533,0.03939245264258985,0.00023212225325954346,0.021319444444444443,0.0,0.0,0.01160611266297717,0.8407896130775043,0.4539791710994905,0.5399438385517288,0.03939245264258985,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
314,474df4548bce865be7e31a8b1f61d253b61323bef874bef69bce1f7423b9e12c,163.88384969593082,184.9411050699932,401.41307650269187,26857.916191158445,34203.21234451026,0.12848889877270941,7345.296153351817,0.49999978317421523,0.26716875476774193,0.2890277777777778,0.13006944444444443,0.13166666666666665,0.35555555555555557,0.0,26858.70726285783,0.02,0.02,nan,2,0,0.002563865326008944,0.03931403854383145,0.00023166019375143765,0.044097222222222225,0.0,0.0,0.011583009687571883,0.7910716993865208,0.385830937026185,0.4877319430405593,0.03931403854383145,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
315,8bcd32406d482720dad8a465fd874bc624d2870c2b35a5dda7ef4b653a3d50b5,163.88502683923102,184.9477275260951,401.4087085578934,26858.30202209547,34205.66191706671,0.12852120229095912,7347.35989497124,0.499999784961339,0.26707419161102486,0.28881944444444446,0.12979166666666667,0.13159722222222223,0.355625,0.0,26859.06465519645,0.02,0.02,nan,2,0,0.002508508220317867,0.03919099753257504,0.0002309351676395755,0.06576388888888889,0.0,0.0,0.011546758381978774,0.7626331009778369,0.35129854248589254,0.46063899145665554,0.03919099753257504,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
316,25c89dd59a219b8d47c4b8d57cf6846a632f00db30685ec14e3a6806baf16dce,163.88609861924823,184.95431008915824,401.4046209144047,26858.653320637957,34208.0968205565,0.12855398747917704,7349.443499918543,0.499999785560328,0.2669824285283518,0.28881944444444446,0.12958333333333333,0.13159722222222223,0.355625,0.0,26859.41007351057,0.02,0.02,nan,2,0,0.002521004301863656,0.039151509426533504,0.00023070248174325732,0.028541666666666667,0.0,0.0,0.011535124087162864,0.7567528726140154,0.33164127757117967,0.438242508978667,0.039151509426533504,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
317,0730dd389c9c37ea140a90e341eb5cf6cf58781d4f840265230d07151ea66827,163.88711042029976,184.9609347959591,401.4010149940683,26858.98496191553,34210.54740059504,0.12858744242676604,7351.56243867951,0.4999997860766412,0.2668928577784167,0.28868055555555555,0.12930555555555556,0.13159722222222223,0.355625,0.0,26859.731061464005,0.02,0.02,nan,2,0,0.0025446746281044892,0.039137649804137,0.0002306208131350802,0.029097222222222222,0.0,0.0,0.011531040656754008,0.7460995484761952,0.3155028942746867,0.42286970273478597,0.039137649804137,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
318,34975045ea38cce7f1ce8eaf5805375039a9629731eb599121f82bfbfd2d97de,163.88807297912135,184.9676014948576,401.3978438054311,26859.300464809803,34213.013602760446,0.12862149229383946,7353.713137950643,0.4999997865294286,0.26680491570673065,0.2886111111111111,0.12895833333333334,0.13152777777777777,0.355625,0.0,26860.03904555084,0.02,0.02,nan,2,0,0.0025556184653864195,0.03912088167696937,0.00023052200599817997,0.2442361111111111,0.0,0.0,0.011526100299908998,0.7385807410355483,0.3022947391109483,0.4092913913340162,0.03912088167696937,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
319,ee0265eb85e49f869bfa22eb93289bc488bc81f54e8d7ab45800622b67387c45,163.8889952362541,184.97430481610817,401.39506373624147,26859.602759548914,34215.493442202496,0.1286560427651568,7355.890682653582,0.4999997869756931,0.26671817720502466,0.28868055555555555,0.12875,0.13152777777777777,0.355625,0.0,26860.33608691933,0.02,0.02,nan,2,0,0.0025532739454071,0.03909306941712729,0.00023035812068539284,0.012638888888888889,0.0,0.0,0.011517906034269642,0.7333273704171006,0.2928315653989557,0.39931901796110447,0.03909306941712729,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
320,29d974f8d2f712a5f0ba05cc8eeb77e991a0063c282a718f9b0c6fe0dbce51f8,163.8898886176762,184.98104560876783,401.3926422203883,26859.895591114313,34217.98723451304,0.12869102034899335,7358.0916433987295,0.4999997872477089,0.2666323891466675,0.2886111111111111,0.12840277777777778,0.13152777777777777,0.3556944444444444,0.0,26860.624084947263,0.02,0.02,nan,2,0,0.002537851460289767,0.03906274112851468,0.00023017940953089485,0.010138888888888888,0.0,0.0,0.011508970476544741,0.7284938329503348,0.284715848723863,0.39082808370633604,0.03906274112851468,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
321,b2acb3aa7645e0aac014410693439d7babcbf78e568e05b5920a2b9b27996506,163.89075723469898,184.98782340781472,401.39056865821493,26860.180306963037,34220.494809160846,0.1287263939045921,7360.314502197809,0.49999978741187895,0.2665472256711381,0.2886111111111111,0.1279861111111111,0.13152777777777777,0.3556944444444444,0.0,26860.908664111274,0.02,0.02,nan,2,0,0.002525826461808619,0.03906253713633301,0.00023017820749543676,0.013541666666666667,0.0,0.0,0.01150891037477184,0.7283571482366824,0.2800527332765341,0.38449918965514146,0.03906253713633301,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
322,9f97011d97331e1c17f3f04a9784278ac58304c7eff7746b7aca09c315549bb8,163.8916116209012,184.99464679438964,401.3888152700921,26860.460359696313,34223.01934258098,0.12876214325295687,7362.558982884664,0.49999978735864803,0.2664624565890318,0.2886111111111111,0.1275,0.13152777777777777,0.3556944444444444,0.0,26861.19089624467,0.02,0.02,nan,2,0,0.0025219819834360717,0.03905858369065937,0.00023015491159339608,0.01875,0.0,0.0,0.011507745579669803,0.7305365483553032,0.2765142969765293,0.3785085052884226,0.03905858369065937,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
323,7c67caf3207fe7c454f64edc3c1938f72037a2b2f969265203ec76f95437e084,163.89245520765527,185.00151530583497,401.38737835687954,26860.73687399329,34225.560665455094,0.12879824194124168,7364.823791461804,0.499999787505076,0.26637823030143676,0.28854166666666664,0.1270138888888889,0.13145833333333334,0.3556944444444444,0.0,26861.465207187066,0.02,0.02,nan,2,0,0.002506704055087124,0.03904523405223087,0.00023007624809456956,0.035069444444444445,0.0,0.0,0.01150381240472848,0.7283331937760522,0.2717455646379676,0.3731061098960758,0.03904523405223087,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
324,cbe809898fe0a59ae7acb7afe23d5e4595325eb334e706d3bb8f0d66b515b5b2,163.89328424178316,185.0084106145247,401.38616238874226,26861.008619557928,34228.11199811258,0.12883460399506977,7367.103378554653,0.4999997878014344,0.266294400872197,0.2886111111111111,0.12708333333333333,0.13145833333333334,0.3556944444444444,0.0,26861.734782512372,0.02,0.02,nan,2,0,0.002483007695198699,0.03902756864184342,0.00022997215366559113,0.025694444444444443,0.0,0.0,0.011498607683279559,0.7261629544445896,0.2679362975504773,0.36897544264759435,0.03902756864184342,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
325,80ed2ea18e8f3a044cecc179125e499ac1d504847a8aefb5b3c0c83f487d9785,163.89410165059473,185.01533029043873,401.3851576736613,26861.27655585548,34230.672442480136,0.12887119443061024,7369.395886624658,0.4999997883783646,0.26621106486337553,0.28854166666666664,0.12666666666666668,0.1313888888888889,0.3557638888888889,0.0,26862.00028502795,0.02,0.02,nan,2,0,0.002453593467305796,0.03900383377822108,0.00022983229464044203,0.020972222222222222,0.0,0.0,0.011491614732022102,0.7237291724704846,0.26324121322249994,0.36372889643775624,0.03900383377822108,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
326,800c4618ebb82c7ed4b26874234d948dbc6730c309ec3b4a3702e4be3331d9e8,163.89490473186987,185.0222613479444,401.3843006449295,26861.5397970687,34233.23719430705,0.12890795263366267,7371.697397238346,0.49999978934138306,0.2661281893649299,0.28847222222222224,0.12618055555555555,0.13131944444444443,0.3557638888888889,0.0,26862.260918605167,0.02,0.02,nan,2,0,0.00242067355954608,0.038964644281611296,0.00022960136831707482,0.013819444444444445,0.0,0.0,0.011480068415853745,0.7211215364659438,0.25880406971919,0.3588910559897173,0.038964644281611296,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
327,79ae50a3952c5a8d63132f77212c19c6fd14d6a990cb10cc1c0f7155475eabc7,163.89569427272463,185.02919790033616,401.3835657759889,26861.79860113842,34235.80407564176,0.12894483727220496,7374.005474503341,0.49999978941855183,0.2660457572966783,0.28833333333333333,0.12625,0.13125,0.35583333333333333,0.0,26862.51410207249,0.02,0.02,nan,2,0,0.0023860286012058413,0.03893675709291693,0.00022943704148179134,0.00951388888888889,0.0,0.0,0.011471852074089564,0.715500934071315,0.2544469536333054,0.35562071482627067,0.03893675709291693,0.15000000000000002,True,18,1,False,2.0,0.0,0.0,0.0,0.0
328,e9fee868109148503ac4f486cfc90daec2c917c7ace45dfcacff001628ab32e3,163.89647051749483,185.0361340891303,401.3829246355369,26862.053048092053,34238.3709186506,0.128981810925446,7376.317870558549,0.4999997894547463,0.2659635120213206,0.288125,0.12590277777777778,0.13118055555555555,0.35597222222222225,0.0,26862.768219412264,0.02,0.02,nan,2,0,0.0023509198008895174,0.038960974811987466,0.00022957974575995508,0.019791666666666666,0.0,0.0,0.011478987287997754,0.7151713202110841,0.2539506870925834,0.3550907033263434,0.038960974811987466,0.15000000000000002,True,18,1,False,2.0,0.0,1.0,1.0,0.0
329,16dd7662515591eb6bf43999ea70427eb8e4b51f53aa0999aa44036243b81a91,163.8972452446323,185.0430943319785,401.38241456344787,26862.306998779146,34240.94675995349,0.12901894144580645,7378.639761174345,0.4999997891052194,0.265881294745448,0.28791666666666665,0.12590277777777778,0.13104166666666667,0.35597222222222225,0.0,26863.028196381343,0.02,0.02,nan,2,0,0.0023964711163239573,0.03902420188425151,0.0002299523148562257,0.023819444444444445,0.0,0.0,0.011497615742811286,0.7211976021972077,0.2564727237113402,0.35562059958320424,0.03902420188425151,0.15000000000000002,True,18,1,False,2.0,0.0,1.0,1.0,0.0
330,4b5b894a944dd4a91c7d3dacfb3024d70e52db5c4173667ba744032622f690a9,163.89802766202789,185.0501018716241,401.38206431998407,26862.563471502857,34243.54020269845,0.12905630721324873,7380.976731195595,0.4999997883317393,0.26579881491647694,0.28770833333333334,0.1254861111111111,0.1309722222222222,0.35597222222222225,0.0,26863.29482964484,0.02,0.02,nan,2,0,0.002486714100637293,0.03913352307826399,0.0002305964961696727,0.024583333333333332,0.0,0.0,0.011529824808483633,0.7313581419839466,0.2615598984484677,0.35763586050869317,0.03913352307826399,0.15000000000000002,True,18,1,False,2.0,0.0,1.0,1.0,0.0
331,1ed5a8946e1e3aca86574eb725762f923be9aecd394be0096f4e3604d9eff7c0,163.89882559494228,185.0571739995968,401.38190692797775,26862.825031401306,34246.15764871705,0.12909395981240912,7383.3326173157475,0.4999997877241792,0.26571635108044656,0.28756944444444443,0.12513888888888888,0.13090277777777778,0.3561111111111111,0.0,26863.556850147088,0.02,0.02,nan,2,0,0.002550496280660265,0.0392184281510686,0.00023109680410915,0.01576388888888889,0.0,0.0,0.011554840205457502,0.7318187457822205,0.26290103326391545,0.35924337109308113,0.0392184281510686,0.15000000000000002,True,18,1,False,2.0,0.0,1.0,1.0,0.0
332,7f07ce3e68f9e9522e9c26a52c598531e8587a0267263328bbd1ea74ed33f778,163.8996276153017,185.06428333540808,401.38186562270266,26863.08793243457,34248.7889664482,0.12913181090187192,7385.701034013629,0.49999978732022216,0.26563393661196105,0.2875,0.12493055555555556,0.13090277777777778,0.3561111111111111,0.0,26863.820956627707,0.02,0.02,nan,2,0,0.002589501923839688,0.039278009203890796,0.0002314478888298234,0.012361111111111111,0.0,0.0,0.011572394441491165,0.7330241931376804,0.2623763771371159,0.3579368588286622,0.039278009203890796,0.15000000000000002,True,18,1,False,2.0,0.0,1.0,1.0,0.0
333,79f8755e0106819a9287141773ac16a5fa4dd60c44e26bcb31b7b32e37ba7b9b,163.90042803120346,185.07141537689324,401.3819211411269,26863.350308811707,34251.42878960656,0.1291698112079319,7388.078480794851,0.49999978104017284,0.26555961864996425,0.2874305555555556,0.12479166666666666,0.13090277777777778,0.35618055555555556,0.0,26863.91545547119,0.02,0.02,nan,2,0,0.0024827843907782995,0.037428810562362164,0.000220551381336608,0.21868055555555554,0.0,0.0,0.011027569066830395,0.565146659482707,0.182754735898925,0.32337576951477515,0.037428810562362164,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
334,8ea94b14d40c1d3d0f1afc5e945734d0038fe4c9c438d0bdd736f566bc72ea5a,163.90098554782276,185.07808180286906,401.38158371481586,26863.533063547606,34253.896363829495,0.12920664378108507,7390.36330028189,0.49999978099501935,0.265483113533277,0.2873611111111111,0.12472222222222222,0.13083333333333333,0.35618055555555556,0.0,26864.207908352204,0.02,0.02,nan,2,0,0.002482328911495763,0.03743703750872807,0.00022059985908297295,0.07444444444444444,0.0,0.0,0.01102999295414865,0.6748448045982514,0.22546100107501843,0.3340931122811857,0.03743703750872807,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
335,46121e17d937d4684c711cc29524c7c54af0d4b7c45bcfdfe05300b37551e8c5,163.90167334273522,185.08487231746852,401.3815931591832,26863.75852454868,34256.40996077363,0.12924333560913107,7392.651436224947,0.4999997809627848,0.26540581519351525,0.28729166666666667,0.12423611111111112,0.13083333333333333,0.35618055555555556,0.0,26864.448214608365,0.02,0.02,nan,2,0,0.002469395849013543,0.03744532850555994,0.00022064871425032804,0.08951388888888889,0.0,0.0,0.0110324357125164,0.6896900596839259,0.2336529934545979,0.3387797028156059,0.03744532850555994,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
336,90e87de4da6f9504468ff70bc42f9cb8719ba63907b710866182e2b16fffa900,163.90238612522435,185.09168819562947,401.3816908149593,26863.992177542135,34258.933039108124,0.12928000971392883,7394.940861565989,0.49999978099776365,0.26532831545869295,0.2873611111111111,0.12368055555555556,0.13083333333333333,0.35618055555555556,0.0,26864.680705483697,0.02,0.02,nan,2,0,0.0024470693859843812,0.03744680731877073,0.00022065742824074018,0.03819444444444445,0.0,0.0,0.011032871412037008,0.6885279415619152,0.22879896813174128,0.33230164575850657,0.03744680731877073,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
337,cfa2cb1b3231e04e74d5a5080daac655a2a8322b118942d1d0b7a3cd827775a7,163.90308409700614,185.09850200562792,401.38175764108195,26864.220976510267,34261.45544472744,0.1293167729295274,7397.234468217175,0.4999997812628042,0.2652507373081537,0.28729166666666667,0.12347222222222222,0.1307638888888889,0.35618055555555556,0.0,26864.910617311878,0.02,0.02,nan,2,0,0.002418141038420355,0.0374479577775208,0.00022066420738393725,0.035069444444444445,0.0,0.0,0.011033210369196864,0.689640801610949,0.22588068469849532,0.32753381785250385,0.0374479577775208,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
338,339de28398e4291531dfbca3240ecb63db6792eeca536c8a13eb26ab614527aa,163.90377316338683,185.1053045880843,401.3817694080646,26864.446857194966,34263.97378664746,0.1293535286924896,7399.526929452495,0.4999997815169783,0.2651732826814811,0.28729166666666667,0.12291666666666666,0.13069444444444445,0.35625,0.0,26865.13351059339,0.02,0.02,nan,2,0,0.002384886610758575,0.037455583157784564,0.00022070914036805087,0.22722222222222221,0.0,0.0,0.011035457018402533,0.6866533984248235,0.21648833358267439,0.31528036427009115,0.037455583157784564,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
339,8fdeeb465aac0fe2b66b8c876675fdc1eb6972c6a7149ec6a07d27015b723bd9,163.90443357496022,185.11208728703875,401.38165209148525,26864.66334552855,34266.484859764256,0.12939036028198342,7401.821514235708,0.4999997814793725,0.2650958802819242,0.2874305555555556,0.12270833333333334,0.1304861111111111,0.35618055555555556,0.0,26865.350949623957,0.02,0.02,nan,2,0,0.002349291347805082,0.03748489913609705,0.00022088188642689985,0.015902777777777776,0.0,0.0,0.01104409432134499,0.6876040954084601,0.21055579255335033,0.3062166062700267,0.03748489913609705,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
340,46bda4ac646912d9b418e405227d948fd2abd52144a201177da85638279483d2,163.9050758863834,185.1188528433779,401.38141626983287,26864.8739013211,34268.98967804821,0.129427211709414,7404.115776727107,0.49999978105591664,0.26501849613312656,0.2875,0.12243055555555556,0.1304861111111111,0.35618055555555556,0.0,26865.562149453624,0.02,0.02,nan,2,0,0.0023126537314885265,0.037534245269666505,0.00022117266130750233,0.02666666666666667,0.0,0.0,0.011058633065375112,0.6882481325228582,0.20272335493427818,0.29454980748174464,0.037534245269666505,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
341,36e10b4d4de2eca3cf625609d1009f96e43d581882446df05aa228a3d77a48f9,163.90569430216888,185.12561209108463,401.38106690569884,26865.076624676036,34271.49225209874,0.12946418902198542,7406.4156274227025,0.4999997806446914,0.264940698501134,0.2873611111111111,0.1220138888888889,0.1304861111111111,0.35625,0.0,26865.773667757236,0.02,0.02,nan,2,0,0.0022760382889422657,0.037594615532508924,0.00022152839649281807,0.25875,0.0,0.0,0.011076419824640915,0.6970430811998085,0.21491483961654012,0.3083236107108485,0.037594615532508924,0.15000000000000002,True,17,1,False,2.0,0.0,1.0,1.0,0.0
