k,volume_pass_double,volume_pass_single,required_connected_double,required_connected_single,topology_pass_double,topology_pass_single,hard_gate_pass_double,hard_gate_pass_single,binary_differing_elements,binary_difference_explained,max_detached_area_double,max_detached_area_single,n_islands_significant_double,n_islands_significant_single,aggregate_detached_area_double,aggregate_detached_area_single,n_islands_all_double,n_islands_all_single,cutoff_gap_double,cutoff_gap_single,single_cutoff_tie_group_size,single_tie_straddles_cutoff,n_solid_double,n_solid_single
727,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00184258735233866,0.00184258818626404,1,0,576,576
728,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
729,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
730,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
731,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
732,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
733,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
734,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
735,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00272747058269207,0.00272747874259949,1,0,576,576
736,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
737,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0018524020698506,0.00185239315032959,1,0,576,576
738,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0018524020698506,0.00185239315032959,1,0,576,576
739,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0031475979301494,0.00314760208129883,1,0,576,576
740,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
741,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
742,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
743,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00142246000488133,0.0014224648475647,1,0,576,576
744,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
745,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
746,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
747,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
748,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
749,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
750,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
751,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
752,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00142246000488133,0.0014224648475647,1,0,576,576
753,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
754,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00142246000488133,0.0014224648475647,1,0,576,576
755,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
756,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
757,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000420127347457333,0.000420123338699341,1,0,576,576
758,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
759,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
760,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457987265254267,0.00457987189292908,1,0,576,576
761,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000228743489103678,0.000228732824325562,1,0,576,576
762,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000228743489103678,0.000228732824325562,1,0,576,576
763,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00448081041837256,0.00448080897331238,1,0,576,576
764,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.81195313521366e-05,9.81390476226807e-05,1,0,576,576
765,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00448081041837256,0.00448080897331238,1,0,576,576
766,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.81195313521366e-05,9.81390476226807e-05,1,0,576,576
767,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00448081041837256,0.00448080897331238,1,0,576,576
768,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.81195313521366e-05,9.81390476226807e-05,1,0,576,576
769,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.81195313521366e-05,9.8109245300293e-05,1,0,576,576
770,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.81195313521366e-05,9.81390476226807e-05,1,0,576,576
771,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00298160026693695,0.00298160314559937,1,0,576,576
772,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00298160026693695,0.00298157334327698,1,0,576,576
773,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00298160026693695,0.00298160314559937,1,0,576,576
774,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00159247447843713,0.0015924870967865,1,0,576,576
775,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000376399842452968,0.000376403331756592,1,0,576,576
776,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000376399842452968,0.000376403331756592,1,0,576,576
777,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00448081041837256,0.00448080897331238,1,0,576,576
778,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000425925254625925,0.000425934791564941,1,0,576,576
779,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000425925254625925,0.000425904989242554,1,0,576,576
780,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000425925254625925,0.000425934791564941,1,0,576,576
781,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00457407474537408,0.00457409024238586,1,0,576,576
782,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000425925254625925,0.000425934791564941,1,0,576,576
783,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
784,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00423957572637418,0.00423955917358398,1,0,576,576
785,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
786,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000425925254625925,0.000425934791564941,1,0,576,576
787,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
788,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00423957572637418,0.00423955917358398,1,0,576,576
789,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00423957572637418,0.00423958897590637,1,0,576,576
790,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
791,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
792,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
793,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00533449901899991,0.00533449649810791,1,0,576,576
794,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
795,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00533449901899991,0.00533449649810791,1,0,576,576
796,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
797,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00467860279095939,0.00467860698699951,1,0,576,576
798,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000321397209040619,0.000321388244628906,1,0,576,576
799,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000334499018999901,0.000334501266479492,1,0,576,576
800,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00434410377195948,0.00434410572052002,1,0,576,576
801,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00297317565983835,0.00297316908836365,1,0,576,576
802,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00434410377195948,0.00434410572052002,1,0,576,576
803,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00434410377195948,0.00434410572052002,1,0,576,576
804,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00065589622804052,0.000655889511108398,1,0,576,576
805,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00065589622804052,0.000655889511108398,1,0,576,576
806,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00297317565983835,0.00297316908836365,1,0,576,576
807,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00245106063380862,0.00245106220245361,1,0,576,576
808,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00315323246188526,0.0031532347202301,1,0,576,576
809,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00315323246188526,0.0031532347202301,1,0,576,576
810,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00575873531264687,0.00575873255729675,1,0,576,576
811,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.002129663424768,0.00212967395782471,1,0,576,576
812,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.002870336575232,0.00287032127380371,1,0,576,576
813,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.002870336575232,0.00287032127380371,1,0,576,576
814,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000758735312646863,0.000758737325668335,1,0,576,576
815,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000154442216952988,0.000154435634613037,1,0,576,576
816,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00315323246188526,0.0031532347202301,1,0,576,576
817,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00110999347692553,0.00110998749732971,1,0,576,576
818,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00110999347692553,0.0011100172996521,1,0,576,576
819,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00075275151067522,0.000752747058868408,1,0,576,576
820,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000260934635195609,0.000260919332504272,1,0,576,576
821,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00424724848932478,0.00424724817276001,1,0,576,576
822,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000260934635195609,0.000260919332504272,1,0,576,576
823,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00526093463519561,0.00526094436645508,1,0,576,576
824,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000260934635195609,0.000260919332504272,1,0,576,576
825,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00526093463519561,0.00526094436645508,1,0,576,576
826,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0024868584470728,0.00248685479164124,1,0,576,576
827,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0024868584470728,0.00248688459396362,1,0,576,576
828,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00108175086696105,0.00108176469802856,1,0,576,576
829,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00391824913303895,0.00391826033592224,1,0,576,576
830,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000519189581626778,0.00051918625831604,1,0,576,576
831,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00339905955141218,0.0033990740776062,1,0,576,576
832,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00147317230120197,0.00147315859794617,1,0,576,576
833,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
834,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
835,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
836,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
837,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
838,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
839,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
840,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00163426093629376,0.00163426995277405,1,0,576,576
841,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00187374610188645,0.00187373161315918,1,0,576,576
842,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00187374610188645,0.00187373161315918,1,0,576,576
843,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00446940845383687,0.00446939468383789,1,0,576,576
844,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000530591546163139,0.000530600547790527,1,0,576,576
845,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000317162930089265,0.000317156314849854,1,0,576,576
846,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00272150057813886,0.00272148847579956,1,0,576,576
847,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000971245025190082,0.000971227884292603,1,0,576,576
848,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00162441732676033,0.00162443518638611,1,0,576,576
849,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00162441732676033,0.00162443518638611,1,0,576,576
850,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00162441732676033,0.00162443518638611,1,0,576,576
851,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000654082095100816,0.000654071569442749,1,0,576,576
852,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00139138255094173,0.00139138102531433,1,0,576,576
853,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000451286097004455,0.00045129656791687,1,0,576,576
854,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00195305155104514,0.00195306539535522,1,0,576,576
855,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000451286097004455,0.00045129656791687,1,0,576,576
856,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00315733135205382,0.0031573474407196,1,0,576,576
857,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00620427980100868,0.00620430707931519,1,0,576,576
858,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00815733135205382,0.00815734267234802,1,0,576,576
859,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00360861744905827,0.00360864400863647,1,0,576,576
860,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00315733135205382,0.0031573474407196,1,0,576,576
861,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00184266864794619,0.0018426775932312,1,0,576,576
862,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000948484893607937,0.000948458909988403,1,0,576,576
863,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00195305155104514,0.00195306539535522,1,0,576,576
864,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000948484893607937,0.000948458909988403,1,0,576,576
865,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00102811465292224,0.00102812051773071,1,0,576,576
866,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00107034890242469,0.00107035040855408,1,0,576,576
867,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00107034890242469,0.00107035040855408,1,0,576,576
868,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00107034890242469,0.00107035040855408,1,0,576,576
869,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00130553197666067,0.00130552053451538,1,0,576,576
870,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00105512876116681,0.00105512142181396,1,0,576,576
871,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00105512876116681,0.00105512142181396,1,0,576,576
872,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00252112624588097,0.00252112746238708,1,0,576,576
873,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.93147755920475e-05,3.93092632293701e-05,1,0,576,576
874,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.93147755920475e-05,3.93092632293701e-05,1,0,576,576
875,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.93147755920475e-05,3.93092632293701e-05,1,0,576,576
876,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.93147755920475e-05,3.93092632293701e-05,1,0,576,576
877,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
878,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.93147755920475e-05,3.93092632293701e-05,1,0,576,576
879,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
880,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00496068522440796,0.00496068596839905,1,0,576,576
881,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
882,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
883,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00431371228887262,0.00431373715400696,1,0,576,576
884,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
885,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00240433764804959,0.00240436196327209,1,0,576,576
886,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6.22765934763514e-05,6.22868537902832e-05,1,0,576,576
887,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00397435609749736,0.00397434830665588,1,0,576,576
888,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00391581355438303,0.00391581654548645,1,0,576,576
889,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000854245879656212,0.000854223966598511,1,0,576,576
890,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000686287711127387,0.000686287879943848,1,0,576,576
891,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00291922733633054,0.00291922688484192,1,0,576,576
892,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000791969286179861,0.000791966915130615,1,0,576,576
893,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
894,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
895,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00413600526210556,0.00413599610328674,1,0,576,576
896,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00413600526210556,0.00413599610328674,1,0,576,576
897,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00413600526210556,0.00413599610328674,1,0,576,576
898,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000237859687698128,0.000237852334976196,1,0,576,576
899,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000237859687698128,0.000237852334976196,1,0,576,576
900,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
901,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000237859687698128,0.000237852334976196,1,0,576,576
902,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000510258900542626,0.000510275363922119,1,0,576,576
903,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
904,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
905,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00142246000488566,0.0014224648475647,1,0,576,576
906,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000279888074158019,0.000279873609542847,1,0,576,576
907,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00142246000488566,0.0014224648475647,1,0,576,576
908,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000221345531043693,0.000221341848373413,1,0,576,576
909,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00346121891012358,0.00346121191978455,1,0,576,576
910,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00425136588482422,0.0042513906955719,1,0,576,576
911,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00322754429380079,0.00322753190994263,1,0,576,576
912,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00159559916948077,0.00159561634063721,1,0,576,576
913,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000748634115175784,0.000748634338378906,1,0,576,576
914,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000748634115175784,0.000748634338378906,1,0,576,576
915,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000748634115175784,0.000748634338378906,1,0,576,576
916,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000748634115175784,0.000748634338378906,1,0,576,576
917,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000571777578457333,0.000571787357330322,1,0,576,576
918,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
919,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000731604431586319,0.000731617212295532,1,0,576,576
920,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000731604431586319,0.000731587409973145,1,0,576,576
921,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
922,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00338693711625915,0.00338694453239441,1,0,576,576
923,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
924,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
925,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.001469675758765,0.00146967172622681,1,0,576,576
926,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00132084572430374,0.00132083892822266,1,0,576,576
927,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
928,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00367915427569626,0.00367915630340576,1,0,576,576
929,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
930,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00190669856949705,0.00190672278404236,1,0,576,576
