k,volume_pass_double,volume_pass_single,required_connected_double,required_connected_single,topology_pass_double,topology_pass_single,hard_gate_pass_double,hard_gate_pass_single,binary_differing_elements,binary_difference_explained,max_detached_area_double,max_detached_area_single,n_islands_significant_double,n_islands_significant_single,aggregate_detached_area_double,aggregate_detached_area_single,n_islands_all_double,n_islands_all_single,cutoff_gap_double,cutoff_gap_single,single_cutoff_tie_group_size,single_tie_straddles_cutoff,n_solid_double,n_solid_single
1840,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00114517727259639,0.00114518404006958,1,0,576,576
1841,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00238151727987262,0.00238150358200073,1,0,576,576
1842,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000481022868715097,0.000481009483337402,1,0,576,576
1843,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00261848272012738,0.00261849164962769,1,0,576,576
1844,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000608875191977221,0.000608891248703003,1,0,576,576
1845,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1846,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00190049441115753,0.00190049409866333,1,0,576,576
1847,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1848,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00190049441115753,0.00190049409866333,1,0,576,576
1849,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1850,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1851,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1852,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1853,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1854,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1855,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1856,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1857,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1858,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1859,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1860,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1861,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1862,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1863,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.000358603133030377,0.00035858154296875,1,0,576,576
1864,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00251519406652867,0.00251519680023193,1,0,576,576
1865,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00236238619778661,0.00236237049102783,1,0,576,576
1866,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1867,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00236238619778661,0.00236237049102783,1,0,576,576
1868,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1869,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00236238619778661,0.00236237049102783,1,0,576,576
1870,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1871,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00236238619778661,0.00236237049102783,1,0,576,576
1872,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1873,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00487758026431528,0.00487756729125977,1,0,576,576
1874,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1875,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00487758026431528,0.00487756729125977,1,0,576,576
1876,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1877,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1878,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00512241973568472,0.00512242317199707,1,0,576,576
1879,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1880,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00512241973568472,0.00512242317199707,1,0,576,576
1881,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1882,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00512241973568472,0.00512242317199707,1,0,576,576
1883,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1884,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00512241973568472,0.00512242317199707,1,0,576,576
1885,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1886,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1887,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1888,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1889,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1890,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1891,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00066415440388129,0.00066414475440979,1,0,576,576
1892,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1893,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00066415440388129,0.00066414475440979,1,0,576,576
1894,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1895,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00433584559611871,0.00433585047721863,1,0,576,576
1896,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1897,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00433584559611871,0.00433585047721863,1,0,576,576
1898,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1899,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00433584559611871,0.00433585047721863,1,0,576,576
1900,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00933584559611872,0.00933584570884705,1,0,576,576
1901,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00933584559611872,0.00933584570884705,1,0,576,576
1902,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.014213425860434,0.0142134130001068,1,0,576,576
1903,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123570614934567,0.0123570561408997,1,0,576,576
1904,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00735706149345666,0.00735706090927124,1,0,576,576
1905,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00235706149345666,0.00235706567764282,1,0,576,576
1906,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00235706149345666,0.00235706567764282,1,0,576,576
1907,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00235706149345666,0.00235706567764282,1,0,576,576
1908,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00235706149345666,0.00235703587532043,1,0,576,576
1909,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00264293850654335,0.00264295935630798,1,0,576,576
1910,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00264293850654335,0.00264295935630798,1,0,576,576
1911,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00264293850654335,0.00264295935630798,1,0,576,576
1912,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00764293850654335,0.0076429545879364,1,0,576,576
1913,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00433999875764746,0.00434002280235291,1,0,576,576
1914,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00310499262471886,0.00310501456260681,1,0,576,576
1915,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000448431993362586,0.000448405742645264,1,0,576,576
1916,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00126323840482495,0.00126326084136963,1,0,576,576
1917,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00188572193252767,0.00188571214675903,1,0,576,576
1918,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00188572193252767,0.00188571214675903,1,0,576,576
1919,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00311427806747233,0.00311428308486938,1,0,576,576
1920,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1921,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1922,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1923,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1924,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1925,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1926,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00129161921918031,0.00129163265228271,1,0,576,576
1927,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0037083807808197,0.0037083625793457,1,0,576,576
1928,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0037083807808197,0.0037083625793457,1,0,576,576
1929,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0072024844579362,0.00720250606536865,1,0,576,576
1930,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0087083807808197,0.00870838761329651,1,0,576,576
1931,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00726016110494199,0.00726017355918884,1,0,576,576
1932,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00226016110494198,0.00226017832756042,1,0,576,576
1933,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000442168808681309,0.000442147254943848,1,0,576,576
1934,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00270232991362329,0.00270235538482666,1,0,576,576
1935,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00455156800663742,0.00455158948898315,1,0,576,576
1936,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000448431993362586,0.000448405742645264,1,0,576,576
1937,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00140793237361475,0.00140795111656189,1,0,576,576
1938,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00229767008637671,0.00229766964912415,1,0,576,576
1939,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00104520324098506,0.00104519724845886,1,0,576,576
1940,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00129439754000854,0.00129437446594238,1,0,576,576
1941,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00629439754000855,0.00629439949989319,1,0,576,576
1942,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00629439754000855,0.0062943696975708,1,0,576,576
1943,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1944,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1945,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1946,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1947,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1948,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00685103966264738,0.00685104727745056,1,0,576,576
1949,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00185103966264738,0.00185105204582214,1,0,576,576
1950,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00185103966264738,0.00185105204582214,1,0,576,576
1951,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1952,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1953,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1954,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1955,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1956,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1957,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1958,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1959,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1960,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1961,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1962,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1963,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1964,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1965,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1966,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1967,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00012241973568472,0.000122427940368652,1,0,576,576
1968,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00078657413956601,0.000786572694778442,1,0,576,576
1969,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00421342586043399,0.00421342253684998,1,0,576,576
1970,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0073572972809427,0.00735729932785034,1,0,576,576
1971,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0073572972809427,0.00735726952552795,1,0,576,576
1972,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0073572972809427,0.00735729932785034,1,0,576,576
1973,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0073572972809427,0.00735726952552795,1,0,576,576
1974,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0073572972809427,0.00735729932785034,1,0,576,576
1975,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1976,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1977,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1978,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.009213425860434,0.00921341776847839,1,0,576,576
1979,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123572972809427,0.0123572945594788,1,0,576,576
1980,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123572972809427,0.0123572945594788,1,0,576,576
1981,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123572972809427,0.0123572945594788,1,0,576,576
1982,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123572972809427,0.0123572945594788,1,0,576,576
1983,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123572972809427,0.0123572945594788,1,0,576,576
1984,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0123570614934567,0.0123570561408997,1,0,576,576
1985,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00735706149345666,0.00735706090927124,1,0,576,576
1986,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.00235706149345666,0.00235706567764282,1,0,576,576
1987,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00264293850654335,0.0026429295539856,1,0,576,576
1988,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00264293850654335,0.00264295935630798,1,0,576,576
1989,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0012997222443385,0.00129970908164978,1,0,576,576
1990,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00140260766928479,0.00140261650085449,1,0,576,576
1991,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00140260766928479,0.00140261650085449,1,0,576,576
1992,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00140260766928479,0.00140261650085449,1,0,576,576
1993,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00312380879569296,0.00312379002571106,1,0,576,576
1994,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00340403120946042,0.00340402126312256,1,0,576,576
1995,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00159596879053958,0.00159597396850586,1,0,576,576
1996,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00329326482912973,0.00329327583312988,1,0,576,576
1997,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00144657538191856,0.00144660472869873,1,0,576,576
1998,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00644657538191856,0.00644659996032715,1,0,576,576
1999,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0114465753819186,0.0114465951919556,1,0,576,576
2000,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00764465326661751,0.0076446533203125,1,0,576,576
2001,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0026446532666175,0.00264465808868408,1,0,576,576
2002,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0023553467333825,0.00235533714294434,1,0,576,576
2003,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00592132433775677,0.00592130422592163,1,0,576,576
2004,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00592132433775677,0.00592133402824402,1,0,576,576
2005,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00592132433775677,0.00592133402824402,1,0,576,576
2006,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00592132433775677,0.00592133402824402,1,0,576,576
2007,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00477433281223916,0.00477433204650879,1,0,576,576
2008,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00141225983724313,0.00141227245330811,1,0,576,576
2009,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00141225983724313,0.00141224265098572,1,0,576,576
2010,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00336207297499602,0.00336208939552307,1,0,576,576
2011,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00336207297499602,0.00336208939552307,1,0,576,576
2012,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00836207297499603,0.00836208462715149,1,0,576,576
2013,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00698352454856171,0.00698351860046387,1,0,576,576
2014,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00647781414915161,0.00647780299186707,1,0,576,576
2015,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.0014778141491516,0.00147780776023865,1,0,576,576
2016,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.000505710399410109,0.000505715608596802,1,0,576,576
2017,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00550571039941011,0.00550571084022522,1,0,576,576
2018,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00550571039941011,0.00550571084022522,1,0,576,576
2019,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00336207297499602,0.00336208939552307,1,0,576,576
2020,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00336207297499602,0.00336208939552307,1,0,576,576
2021,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00163792702500398,0.00163790583610535,1,0,576,576
2022,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00163792702500398,0.00163790583610535,1,0,576,576
