outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,itersSinceMoveChange,moveDescent,l2,rms,maxAbs,ratio_maxAbs_over_move,beta,objRelRange_W10,C1_A_moveSettled,C1_B1_absolute,C1_B2_ratio,C1_C_objective,C1_admit,C2_B2_ratio,C2_admit,nInner,innerConv,multN,degen
202,166.010525156775,185.176873513993,0.115452609640971,0.499997641456979,22.7845547778939,0.25828125,0.08390625,0.005,4,50,0,0.00415873970896644,3.67584131174993e-05,0.000468819732810704,0.0937639465621408,27559.4711221988,1.87089934754101e-05,1,1,1,1,1,1,1,17,1,2,1
203,166.010763331769,185.181183410531,0.1154769708543,0.499997640266588,22.7826847880362,0.258125,0.08390625,0.005,4,51,0,0.00415588608974768,3.67331904487429e-05,0.000470387864678514,0.0940775729357028,27559.5486096434,1.91498383710312e-05,1,1,1,1,1,1,1,17,1,2,1
204,166.010996867604,185.185489052946,0.115501337544728,0.499997827739693,22.7809071190354,0.258125,0.08375,0.005,4,52,0,0.00414074503962614,3.65993612085526e-05,0.000471573952012079,0.0943147904024157,27559.6253257726,2.03711049962906e-05,1,1,1,1,1,1,1,17,1,2,1
205,166.011126246236,185.189701361334,0.115525841844188,0.499997849421825,22.7827796654942,0.258125,0.08359375,0.005,4,53,0,0.00434992027336615,3.84482265364756e-05,0.000433285981133439,0.0866571962266878,27558.7549114173,1.39672052783698e-05,1,1,1,1,1,1,1,15,1,2,1
206,166.008811975085,185.191305258806,0.115551054522337,0.499997701885869,22.7786146465337,0.258125,0.08359375,0.005,4,54,0,0.0042900365104375,3.79189238508529e-05,0.000477041297316095,0.095408259463219,27559.6506006309,1.39405446282002e-05,1,1,1,1,1,1,1,17,1,2,1
207,166.011101034711,185.197653533173,0.115573912701482,0.499997651032616,22.7760932013023,0.258125,0.08359375,0.005,4,55,0,0.00417453297540094,3.68980071899107e-05,0.000476029392056131,0.0952058784112262,27559.7878940972,1.39405284755458e-05,1,1,1,1,1,1,1,17,1,2,1
208,166.011707148836,185.202330004073,0.11559800922975,0.499997821130939,22.7740097935288,0.258125,0.0834375,0.005,4,56,0,0.00415414763149041,3.67178245034613e-05,0.000476658498781159,0.0953316997562317,27559.8997099744,1.74397014557296e-05,1,1,1,1,1,1,1,17,1,2,1
209,166.011969377596,185.206700949765,0.115622576156004,0.499997828692545,22.7719581233505,0.258125,0.0834375,0.005,4,57,0,0.004151810976812,3.66971711988564e-05,0.000478269348725044,0.0956538697450089,27559.9897952889,1.90192673330937e-05,1,1,1,1,1,1,1,17,1,2,1
210,166.012246337781,185.211080091818,0.115647093377519,0.499997823530844,22.7699666459025,0.258125,0.0834375,0.005,4,58,0,0.00415173939655405,3.6696538512784e-05,0.000479683697287302,0.0959367394574603,27560.0692097648,2.06875668219553e-05,1,1,1,1,1,1,1,17,1,2,1
211,166.012500871082,185.215431704905,0.115671595410369,0.499997896789865,22.7695837610036,0.258125,0.0834375,0.005,4,59,0,0.0051495097370826,4.55156656859657e-05,0.000513595530045438,0.102719106009088,27559.9383670798,2.22207691789504e-05,1,1,1,1,1,1,1,18,1,2,1
212,166.010617263247,185.218736281575,0.115704159980734,0.499997669719781,22.7660303872466,0.25796875,0.08328125,0.005,4,60,0,0.00426253335248935,3.76758279822381e-05,0.000486666428164385,0.0973332856328769,27559.6673099638,2.22207679460957e-05,1,1,1,1,1,1,1,17,1,2,1
213,166.012599971347,185.224714416458,0.115726845121557,0.499997630931511,22.7639280502184,0.25796875,0.08328125,0.005,4,61,0,0.00415708182053493,3.67437593155946e-05,0.000484937838230358,0.0969875676460717,27560.2182371643,2.2817692031579e-05,1,1,1,1,1,1,1,17,1,2,1
214,166.013098752846,185.229234219207,0.115750718531972,0.499997833497177,22.7619703650211,0.25796875,0.083125,0.005,4,62,0,0.00415738539898019,3.67464425953104e-05,0.000484856350655998,0.0969712701311997,27560.3937024049,2.58221614149107e-05,1,1,1,1,1,1,1,17,1,2,1
215,166.013432295443,185.233647397145,0.115775060101742,0.499997870336717,22.7638638224572,0.258125,0.08296875,0.005,4,63,0,0.00438683372036598,3.87744983951074e-05,0.000444772911995808,0.0889545823991615,27559.5325917955,2.78312753766305e-05,1,1,1,1,1,1,1,15,1,2,1
216,166.011124039967,185.235320140004,0.115800650174558,0.499997693384231,22.759731884854,0.25796875,0.08296875,0.005,4,64,0,0.00429543440209459,3.79666349232883e-05,0.000489309816764872,0.0978619633529744,27560.4015740072,1.69567954276864e-05,1,1,1,1,1,1,1,17,1,2,1
217,166.013416214609,185.241644037043,0.115823336817414,0.499997641720573,22.7572417513135,0.25796875,0.08296875,0.005,4,65,0,0.00418098313264274,3.69550190639782e-05,0.000488015806071607,0.0976031612143213,27560.5531331621,1.69567717800177e-05,1,1,1,1,1,1,1,17,1,2,1
218,166.014025369401,185.246316458092,0.115847387266806,0.499997642483373,22.7550912037707,0.25796875,0.08296875,0.005,4,66,0,0.00417669763926994,3.69171402961702e-05,0.000488729393990511,0.0977458787981022,27560.6771977405,2.05292137116062e-05,1,1,1,1,1,1,1,17,1,2,1
219,166.01439074122,185.250779431783,0.115871814513646,0.499997622715051,22.753153839063,0.25796875,0.08296875,0.005,4,67,0,0.00417114673799326,3.68680767969897e-05,0.000489763874177261,0.0979527748354523,27560.7477194091,2.27300498444516e-05,1,1,1,1,1,1,1,17,1,2,1
220,166.014634015628,185.255115340761,0.115896296969345,0.499997630261694,22.7512134268375,0.25796875,0.08296875,0.005,4,68,0,0.00417336003943615,3.68876398027283e-05,0.000490835656468531,0.0981671312937061,27560.8423941545,2.41954110170434e-05,1,1,1,1,1,1,1,17,1,2,1
221,166.014892787301,185.259464663609,0.1159207559828,0.499997624047993,22.7493147260398,0.25796875,0.0828125,0.005,4,69,0,0.00417224049995086,3.6877744378205e-05,0.000492037848564088,0.0984075697128176,27560.9195586099,2.57541174921086e-05,1,1,1,1,1,1,1,17,1,2,1
222,166.015138001663,185.263794399358,0.115945188067743,0.499997623148515,22.7474116173547,0.25796875,0.0825,0.005,4,70,0,0.00417464512177816,3.68989984332085e-05,0.000493107176697692,0.0986214353395384,27561.0028125585,2.41785003004477e-05,1,1,1,1,1,1,1,17,1,2,1
223,166.015387005464,185.268128396664,0.115969620277224,0.499997783851831,22.7456061747682,0.25796875,0.0825,0.005,4,71,0,0.0041539809839369,3.67163515332719e-05,0.000494058027216685,0.0988116054433371,27561.0770937301,2.56783565225518e-05,1,1,1,1,1,1,1,17,1,2,1
224,166.015540284127,185.272369392239,0.115994135700518,0.499997877237633,22.7474450400067,0.25796875,0.08203125,0.005,4,72,0,0.0043858625473699,3.87659143574671e-05,0.000453153676025222,0.0906307352050445,27560.2506943661,2.66016052296926e-05,1,1,1,1,1,1,1,15,1,2,1
225,166.013240860096,185.274108373624,0.116020068120709,0.499997701853757,22.7432466657064,0.25796875,0.08203125,0.005,4,73,0,0.00430279485823749,3.80316927789293e-05,0.000498968231459128,0.0997936462918257,27561.1125261613,2.66016082971941e-05,1,1,1,1,1,1,1,17,1,2,1
226,166.015553733705,185.280498049209,0.116043008514768,0.499997637265955,22.7407191583323,0.25796875,0.0821875,0.005,4,74,0,0.00418567842281243,3.6996519957961e-05,0.000497712466142994,0.0995424932285988,27561.2592401784,1.39317463848305e-05,1,1,1,1,1,1,1,17,1,2,1
227,166.01616281023,185.285186718801,0.116067156247896,0.499997635787087,22.7385394436436,0.25796875,0.08203125,0.005,4,75,0,0.00418002845414135,3.69465808184509e-05,0.000498534134309574,0.0997068268619147,27561.384624922,1.76005297963312e-05,1,1,1,1,1,1,1,17,1,2,1
228,166.016527775562,185.289660499234,0.116091650523656,0.499997632212569,22.7365587113315,0.25796875,0.08203125,0.005,4,76,0,0.00417948082947556,3.69417404545168e-05,0.000499841289308074,0.0999682578616147,27561.4678947757,1.97988890124396e-05,1,1,1,1,1,1,1,17,1,2,1
229,166.016786933446,185.294021064617,0.116116174076419,0.499997621472274,22.734614909583,0.25796875,0.081875,0.005,4,77,0,0.00417598072903061,3.69108036450236e-05,0.000501180177594435,0.100236035518887,27561.5483659561,2.13599078130662e-05,1,1,1,1,1,1,1,17,1,2,1
230,166.017037971107,185.298366229449,0.116140659380377,0.499997621065134,22.7326899933043,0.25796875,0.081875,0.005,4,78,0,0.00417509856164612,3.69030063132771e-05,0.000502549586316282,0.100509917263256,27561.6334933962,2.28720096045016e-05,1,1,1,1,1,1,1,17,1,2,1
231,166.017288032007,185.302705599117,0.116165116270257,0.499997779349119,22.7308605025402,0.25796875,0.081875,0.005,4,79,0,0.00415393449270654,3.67159406049687e-05,0.000503811256356864,0.100762251271373,27561.7093037483,2.43782235974086e-05,1,1,1,1,1,1,1,17,1,2,1
232,166.017447914312,185.306939630409,0.116189544884782,0.499997877149876,22.7326806801093,0.25796875,0.081875,0.005,4,80,0,0.00438455491256161,3.87543563894638e-05,0.000462146808508307,0.0924293617016613,27560.8866434839,2.53412427095399e-05,1,1,1,1,1,1,1,15,1,2,1
233,166.015151700023,185.308686576718,0.116215506109689,0.49999768408152,22.7284764825648,0.25796875,0.0815625,0.005,4,81,0,0.00429816173823892,3.79907413968163e-05,0.000509431545258986,0.101886309051797,27561.7380932252,2.534124630132e-05,1,1,1,1,1,1,1,17,1,2,1
234,166.017461720623,185.315057782878,0.116238351449617,0.499997635203994,22.7260471713463,0.2578125,0.08140625,0.005,4,82,0,0.00418463066362709,3.69872589876485e-05,0.000508528993477596,0.101705798695519,27561.8736283895,2.54243793697768e-05,1,1,1,1,1,1,1,17,1,2,1
235,166.018005244466,185.31971002147,0.116262719507937,0.499997630098865,22.7238081271178,0.2578125,0.08140625,0.005,4,83,0,0.00418048786384753,3.69506414649332e-05,0.00051001908510664,0.102003817021328,27562.0112428537,1.71882931889309e-05,1,1,1,1,1,1,1,17,1,2,1
236,166.018412290102,185.324212016836,0.116287100089833,0.499997627157377,22.7217912521322,0.2578125,0.0815625,0.005,4,84,0,0.00417834250005935,3.69316789488989e-05,0.000511767383638992,0.102353476727798,27562.0988811357,1.96400942324554e-05,1,1,1,1,1,1,1,17,1,2,1
237,166.018686512783,185.328583801971,0.116311589344499,0.499997613777615,22.7198261634,0.2578125,0.0815625,0.005,4,85,0,0.00417297117983845,3.68842027369974e-05,0.000513688777798324,0.102737755559665,27562.1787260817,2.12918362895114e-05,1,1,1,1,1,1,1,17,1,2,1
238,166.018939108836,185.332929065336,0.116336064187463,0.499997990183109,22.71794541361,0.2578125,0.0815625,0.005,4,86,0,0.0041814033484911,3.69587332824275e-05,0.000515081239184263,0.103016247836853,27562.3230988551,2.28133077349496e-05,1,1,1,1,1,1,1,17,1,2,1
239,166.019096335007,185.337240105499,0.116360974110529,0.499998024458695,22.7174107963623,0.25765625,0.0815625,0.005,4,87,0,0.00516830694594796,4.56818111091667e-05,0.000552838432056028,0.110567686411206,27562.1655440425,2.37603203286003e-05,1,1,1,1,1,1,1,18,1,2,1
240,166.01744892895,185.340679087138,0.116392766440221,0.499997670367137,22.7139161364884,0.25765625,0.0815625,0.005,4,88,0,0.00425601961297623,3.76182541149805e-05,0.000524738148813847,0.104947629762769,27561.8784075095,2.37603144470078e-05,1,1,1,1,1,1,1,17,1,2,1
241,166.019229388315,185.34656534341,0.116416249047205,0.499997676187886,22.711796535694,0.25765625,0.0815625,0.005,4,89,0,0.00416554113172518,3.68185297694295e-05,0.000524230449060323,0.104846089812065,27562.3979626602,2.4561725765141e-05,1,1,1,1,1,1,1,17,1,2,1
242,166.019713134753,185.351086042141,0.11644022593689,0.499997789690838,22.7097958472793,0.2575,0.0815625,0.005,4,90,0,0.00416403106738499,3.68051825602423e-05,0.000526131316237014,0.105226263247403,27562.5984348519,2.74755077013484e-05,1,1,1,1,1,1,1,17,1,2,1
243,166.020067709781,185.355512247477,0.116464502179917,0.499997633884575,22.7078908140491,0.2575,0.0815625,0.005,4,91,0,0.00417945642696952,3.69415247647981e-05,0.00052934602454418,0.105869204908836,27562.6624972601,1.5774010614601e-05,1,1,1,1,1,1,1,17,1,2,1
244,166.020399823174,185.359914121362,0.116488782816967,0.499997787141739,22.7061110797948,0.25734375,0.08171875,0.005,4,92,0,0.00416020414889593,3.6771357060059e-05,0.000531672096050397,0.106334419210079,27562.74009963,1.77744368231098e-05,1,1,1,1,1,1,1,17,1,2,1
245,166.020557444284,185.364150808442,0.116513241865542,0.499997673677811,22.7042794650868,0.25734375,0.08171875,0.005,4,93,0,0.00415967182543407,3.67666519409382e-05,0.000535665677153101,0.10713313543062,27562.7715153124,1.87238241323818e-05,1,1,1,1,1,1,1,17,1,2,1
246,166.020777475464,185.368425303023,0.11653750886944,0.499997673909917,22.7024517580232,0.25734375,0.0815625,0.005,4,94,0,0.00416251693116479,3.67917993603805e-05,0.000539157624469648,0.10783152489393,27562.871652625,2.00491308755013e-05,1,1,1,1,1,1,1,17,1,2,1
247,166.021002249503,185.372707454659,0.11656179003228,0.499997791299722,22.7006133906442,0.25734375,0.0815625,0.005,4,95,0,0.00416910289595297,3.68500116149102e-05,0.000542744424647308,0.108548884929462,27562.9875823607,2.14030025225264e-05,1,1,1,1,1,1,1,17,1,2,1
248,166.021230394204,185.377008494677,0.116586162230663,0.499997634039422,22.6986946587772,0.25734375,0.08140625,0.005,4,96,0,0.00418970795744898,3.70321363487927e-05,0.000547525351697642,0.109505070339528,27563.0485992215,2.27771734797853e-05,1,1,1,1,1,1,1,17,1,2,1
249,166.02155852294,185.381390917012,0.116610352091099,0.499997785125522,22.6969086366992,0.2571875,0.08140625,0.005,4,97,0,0.00416976893569752,3.68558986301591e-05,0.000551537411889281,0.110307482377856,27563.1225323046,2.47535783399911e-05,1,1,1,1,1,1,1,17,1,2,1
250,166.021712638778,185.385607220429,0.116634711652338,0.49999778920501,22.6950570094373,0.25703125,0.08140625,0.005,4,98,0,0.00417524961312747,3.69043414323617e-05,0.000556960198293997,0.111392039658799,27563.1956408092,1.49574817292037e-05,1,1,1,1,1,1,1,17,1,2,1
251,166.021934969634,185.389893595496,0.116659034418585,0.499997788839627,22.6931999886965,0.25703125,0.08140625,0.005,4,99,0,0.00417773233869475,3.69262858334174e-05,0.000562675703168196,0.112535140633639,27563.2720906601,1.33828628928417e-05,1,1,1,1,1,1,1,17,1,2,1
252,166.022164559552,185.394186556687,0.116683347964581,0.499997788982651,22.6913404652078,0.25703125,0.08125,0.005,4,100,0,0.00418355912579007,3.69777878417628e-05,0.000568986631286682,0.113797326257336,27563.3495847483,1.26300166593017e-05,1,1,1,1,1,1,1,17,1,2,1
253,166.022397470402,185.398481717387,0.116707652354192,0.499997788669714,22.6894794517061,0.25703125,0.08125,0.005,4,101,0,0.00418829599760832,3.70196562690665e-05,0.000575998495347806,0.115199699069561,27563.4268862924,1.20324701885886e-05,1,1,1,1,1,1,1,17,1,2,1
254,166.022631073305,185.402777239062,0.116731954194848,0.499997827702936,22.6876181226302,0.25703125,0.08125,0.005,4,102,0,0.00419554486628622,3.70837278215424e-05,0.000583733303203291,0.116746660640658,27563.5168138358,1.24901161164721e-05,1,1,1,1,1,1,1,17,1,2,1
255,166.022864199175,185.407079206235,0.116756297998842,0.499997631083464,22.6856879077157,0.25703125,0.08125,0.005,4,103,0,0.0042183570343452,3.72853608056433e-05,0.000593084769580154,0.118616953916031,27563.581020238,1.25689720657566e-05,1,1,1,1,1,1,1,17,1,2,1
256,166.02319487608,185.411456954991,0.116780441994154,0.49999778505608,22.6838841152888,0.256875,0.08125,0.005,4,104,0,0.00420161828895667,3.71374098009835e-05,0.000602373943863094,0.120474788772619,27563.6721814561,1.32068380363323e-05,1,1,1,1,1,1,1,17,1,2,1
257,166.023356621083,185.415677395796,0.116804774758121,0.499997788658467,22.6820161320317,0.256875,0.08109375,0.005,4,105,0,0.00421075441224703,3.72181624851381e-05,0.000614101469198792,0.122820293839758,27563.7442063298,1.28068748637774e-05,1,1,1,1,1,1,1,17,1,2,1
258,166.023585165774,185.419965192458,0.116829063818352,0.499997825735794,22.6801426536431,0.256875,0.08109375,0.005,4,106,0,0.00421933300414753,3.72939872414616e-05,0.000627272351333269,0.125454470266654,27563.8332144174,1.2207034262799e-05,1,1,1,1,1,1,1,17,1,2,1
259,166.023818179332,185.424268277056,0.116853414832132,0.499997826033949,22.6782620009973,0.256875,0.08109375,0.005,4,107,0,0.00422654886509163,3.73577670440325e-05,0.000642852837992046,0.128570567598409,27563.9051582656,1.26822399429041e-05,1,1,1,1,1,1,1,17,1,2,1
260,166.024055964989,185.428573698603,0.116877747750643,0.499997825965873,22.6763790272507,0.25671875,0.08109375,0.005,4,108,0,0.00423548513996369,3.74367533010398e-05,0.000661267890889739,0.132253578177948,27563.9842535347,1.2775310355329e-05,1,1,1,1,1,1,1,17,1,2,1
261,166.024295211406,185.432880870798,0.116902081316942,0.499997826006145,22.6744937293542,0.25671875,0.08125,0.005,4,109,0,0.00424518857103125,3.75225203248978e-05,0.000683499504417026,0.136699900883405,27564.0644017993,1.28334557309404e-05,1,1,1,1,1,1,1,17,1,2,1
262,166.02453543048,185.437188553705,0.116926411345716,0.49999782602021,22.6726057934352,0.25671875,0.08109375,0.005,4,110,0,0.00425686896169239,3.76257613679403e-05,0.000710935432920287,0.142187086584057,27564.1450810391,1.28774566244129e-05,1,1,1,1,1,1,1,17,1,2,1
263,166.024776277998,185.441497217911,0.116950742986706,0.499997825943289,22.6707130723983,0.2565625,0.08109375,0.005,4,111,0,0.00427280708206865,3.77666357804081e-05,0.000745766668389051,0.14915333367781,27564.2260532332,1.29210742016305e-05,1,1,1,1,1,1,1,17,1,2,1
264,166.025017735255,185.445807566736,0.116975080601709,0.499997825166258,22.6688107801944,0.2565625,0.08109375,0.005,4,112,0,0.00428209308421458,3.78487132190019e-05,0.000755913589792903,0.151182717958581,27564.3087494099,1.2971237465939e-05,1,1,1,1,1,1,1,17,1,2,1
265,166.025263957434,185.450123913249,0.116999422213208,0.499997828632847,22.6669185673884,0.2565625,0.08125,0.005,4,113,0,0.00426494775663874,3.76971685015701e-05,0.000694186334584513,0.138837266916903,27564.3909825097,1.24625294300691e-05,1,1,1,1,1,1,1,17,1,2,1
266,166.025505874397,185.454435723887,0.117023765397756,0.499997827728918,22.6650264114724,0.2565625,0.08125,0.005,4,114,0,0.00425267970430582,3.75887332141131e-05,0.00064052780055531,0.128105560111062,27564.4704397777,1.29454046639549e-05,1,1,1,1,1,1,1,17,1,2,1
267,166.025748641525,185.458747415346,0.117048102073494,0.499997830282348,22.6631329761944,0.2565625,0.08125,0.005,4,115,0,0.00424471546247862,3.75183385965753e-05,0.000596715677019334,0.119343135403867,27564.5535643942,1.30310506149142e-05,1,1,1,1,1,1,1,17,1,2,1
268,166.025992742699,185.463062215291,0.117072448425082,0.499997829438343,22.6612415121952,0.2565625,0.08125,0.005,4,116,0,0.004239766527807,3.74745957807509e-05,0.000594445379305478,0.118889075861096,27564.6337441426,1.30978145663087e-05,1,1,1,1,1,1,1,17,1,2,1
269,166.026237340476,185.46737556795,0.117096782646501,0.499997828703829,22.6593525810687,0.2565625,0.08125,0.005,4,117,0,0.00423608935525528,3.74420938601645e-05,0.000604934730160324,0.120986946032065,27564.7159537648,1.31388261346208e-05,1,1,1,1,1,1,1,17,1,2,1
270,166.026482675118,185.471688361065,0.117121108467965,0.499997832134812,22.6574624456419,0.2565625,0.08125,0.005,4,118,0,0.00421972702843332,3.7297469957017e-05,0.000616415321418563,0.123283064283713,27564.7988693341,1.31754773778745e-05,1,1,1,1,1,1,1,17,1,2,1
271,166.026728494535,185.476003468051,0.117145444892363,0.499997831198861,22.6555852419089,0.2565625,0.08125,0.005,4,119,0,0.00419526375649327,3.70812431385318e-05,0.000629137952224015,0.125827590444803,27564.8758054027,1.32091898693739e-05,1,1,1,1,1,1,1,17,1,2,1
272,166.02697260091,185.480312976353,0.117169759049964,0.499997839292488,22.6537054497502,0.2565625,0.08125,0.005,4,120,0,0.00419289711637999,3.70603247976226e-05,0.000643236443816385,0.128647288763277,27564.957668704,1.3228799085412e-05,1,1,1,1,1,1,1,17,1,2,1
273,166.027220585463,185.484631120396,0.117194099053877,0.499997831299258,22.6518363247312,0.2565625,0.08109375,0.005,4,121,0,0.0041955710007116,3.708395881941e-05,0.000659056814700687,0.131811362940137,27565.0320483714,1.32680944856796e-05,1,1,1,1,1,1,1,17,1,2,1
274,166.027463077386,185.488935458597,0.11721839279168,0.499997831139866,22.6499665453662,0.2565625,0.08109375,0.005,4,122,0,0.00420291787782166,3.71488966522234e-05,0.000676952873637491,0.135390574727498,27565.1146883357,1.32456070882041e-05,1,1,1,1,1,1,1,17,1,2,1
275,166.027708253273,185.493242405831,0.117242684111882,0.499997830852856,22.6480865506125,0.2565625,0.08109375,0.005,4,123,0,0.00421425819918038,3.72491318788932e-05,0.000697483991070168,0.139496798214034,27565.1977919041,1.32652165126894e-05,1,1,1,1,1,1,1,17,1,2,1
276,166.027958302784,185.497554680623,0.117266974652138,0.499997830317888,22.6462070611343,0.2565625,0.08109375,0.005,4,124,0,0.00422407040848257,3.73358603755932e-05,0.000721352150783363,0.144270430156673,27565.2804256707,1.33090596015582e-05,1,1,1,1,1,1,1,17,1,2,1
277,166.028207258359,185.501866074951,0.117291267177804,0.49999783279019,22.6443298027909,0.2565625,0.08109375,0.005,4,125,0,0.00423549394197498,3.74368311005632e-05,0.000749604527529877,0.149920905505976,27565.3650350409,1.33382785022631e-05,1,1,1,1,1,1,1,17,1,2,1
278,166.028456817186,185.506177631394,0.117315556547359,0.499997833039288,22.6424478422767,0.2565625,0.08109375,0.005,4,126,0,0.00424913825518386,3.7557430930496e-05,0.00078369504806199,0.156739009612398,27565.4472538857,1.33681396298332e-05,1,1,1,1,1,1,1,17,1,2,1
279,166.028706242359,185.510490316755,0.117339853542899,0.499997829532899,22.6405611041071,0.2565625,0.08109375,0.005,4,127,0,0.00426616122464061,3.7707894144731e-05,0.000826006425851271,0.165201285170254,27565.5290233323,1.33927574060171e-05,1,1,1,1,1,1,1,17,1,2,1
280,166.028955950577,185.514803471572,0.117364151388119,0.499997830241102,22.6386708269743,0.25640625,0.08109375,0.005,4,128,0,0.00428909721663671,3.79106215881521e-05,0.000880373369013653,0.176074673802731,27565.6157562945,1.34161600395823e-05,1,1,1,1,1,1,1,17,1,2,1
281,166.029207110886,185.519119304193,0.117388455516083,0.499997829698808,22.6367744581549,0.25640625,0.08109375,0.005,4,129,0,0.00432106618985721,3.81931900600494e-05,0.000953655840077477,0.190731168015495,27565.7008415883,1.34586264010033e-05,1,1,1,1,1,1,1,17,1,2,1
282,166.029459213431,185.52343711654,0.117412765153019,0.499997989973586,22.6348635583743,0.25640625,0.08109375,0.005,4,130,0,0.00432864465887845,3.82601748954986e-05,0.00091475732953819,0.182951465907638,27565.8289315163,1.34834091865296e-05,1,1,1,1,1,1,1,17,1,2,1
283,166.029701772057,185.527809117605,0.11743746532965,0.499999174132934,22.6322862931901,0.25640625,0.0809375,0.005,4,131,0,0.00451274914012928,3.98874439847397e-05,0.000886662129715881,0.177332425943176,27566.3745812431,1.34837907959924e-05,1,1,1,1,1,1,1,18,1,2,1
284,166.030578236975,185.533017460865,0.117462936231264,0.499998781361219,22.6318965031489,0.25640625,0.08078125,0.005,4,132,0,0.0049844575796731,4.40567969390441e-05,0.000827358353419552,0.16547167068391,27565.7782503281,1.72860496419472e-05,1,1,1,1,1,1,1,18,1,2,1
285,166.029529357367,185.536905858048,0.11749341563628,0.499995721704451,22.6302982204688,0.25640625,0.08078125,0.005,4,133,0,0.00418909212695703,3.70266931248312e-05,0.000706328085827337,0.141265617165467,27564.3832463288,1.5779972124886e-05,1,1,1,1,1,1,1,16,1,2,1
286,166.029495090023,185.540617600375,0.117516002200536,0.499997640249076,22.6277536141202,0.25640625,0.08078125,0.005,4,134,0,0.00427546908941303,3.77901648234679e-05,0.00056294629588573,0.112589259177146,27566.9322792719,1.42804891669532e-05,1,1,1,1,1,1,1,17,1,2,1
287,166.030565290654,185.545992638848,0.117541172699314,0.499997631131846,22.6255790664965,0.25640625,0.08078125,0.005,4,135,0,0.00415224682619639,3.67010235995473e-05,0.00046905355938524,0.0938107118770479,27566.2040043645,1.2777369261354e-05,1,1,1,1,1,1,1,17,1,2,1
288,166.030980137132,185.550485673654,0.117565441825375,0.499997828614554,22.6236389941739,0.25640625,0.08078125,0.005,4,136,0,0.00411838722203157,3.64017441531319e-05,0.000468964883282156,0.0937929766564312,27566.2829255906,1.3695709430364e-05,1,1,1,1,1,1,1,17,1,2,1
289,166.031186830533,185.554781943894,0.117589926844816,0.499997823566925,22.621687424807,0.25640625,0.08078125,0.005,4,137,0,0.00411534347412943,3.63748409683591e-05,0.000469806956359207,0.0939613912718414,27566.3492447312,1.34366103366281e-05,1,1,1,1,1,1,1,17,1,2,1
290,166.031443769689,185.559112916482,0.117614282592648,0.499997825286938,22.6197573057867,0.25640625,0.08078125,0.005,4,138,0,0.00411536165629879,3.63750016775497e-05,0.000470262046136757,0.0940524092273515,27566.4370332399,1.34713961980591e-05,1,1,1,1,1,1,1,17,1,2,1
291,166.031702992405,185.563440874676,0.117638604737819,0.499997826214224,22.6178512163856,0.25640625,0.08078125,0.005,4,139,0,0.00411476227511546,3.63697038463091e-05,0.000470664343419244,0.0941328686838487,27566.5203099608,1.35142606783145e-05,1,1,1,1,1,1,1,17,1,2,1
292,166.031956285867,185.567755539207,0.117662886653604,0.499997827931137,22.6159562842942,0.25640625,0.08078125,0.005,4,140,0,0.00411520632789155,3.63736287554238e-05,0.000471052885365629,0.0942105770731259,27566.6044473765,1.48237382445874e-05,1,1,1,1,1,1,1,17,1,2,1
293,166.032209986212,185.572064044568,0.117687128660027,0.499997828796083,22.6140717174176,0.25640625,0.08078125,0.005,4,141,0,0.00411674165539761,3.63871992615598e-05,0.000471414248752653,0.0942828497505305,27566.6876136441,1.63517461484934e-05,1,1,1,1,1,1,1,17,1,2,1
294,166.032461991727,185.576366778025,0.117711347238053,0.499997829992487,22.612193932468,0.25640625,0.08078125,0.005,4,142,0,0.00411711611937581,3.63905090867885e-05,0.000471747942359212,0.0943495884718425,27566.7703693414,1.78695482638049e-05,1,1,1,1,1,1,1,17,1,2,1
295,166.03271256431,185.580664936622,0.117735547835134,0.499998116508006,22.6102575977222,0.25640625,0.08046875,0.005,4,143,0,0.00415298256582415,3.6707526680547e-05,0.00047147066024659,0.0942941320493179,27566.9600545639,1.93787012688741e-05,1,1,1,1,1,1,1,17,1,2,1
296,166.032989956154,185.585054903492,0.117760120759741,0.499998116912196,22.6083209358183,0.25640625,0.0803125,0.005,4,144,0,0.004151142719629,3.66912645840354e-05,0.000472204422935126,0.0944408845870251,27566.9766380416,1.46036192705761e-05,1,1,1,1,1,1,1,17,1,2,1
297,166.0332503499,185.589403138764,0.117784556693618,0.49999810132643,22.6064136954413,0.25640625,0.08,0.005,4,145,0,0.00414989385097626,3.66802260403708e-05,0.000472515844617075,0.094503168923415,27567.0490692049,1.36733373388501e-05,1,1,1,1,1,1,1,17,1,2,1
298,166.033493162867,185.593730792912,0.117808986954561,0.499998101875535,22.604510794353,0.25640625,0.08,0.005,4,146,0,0.00415018072150769,3.66827616415971e-05,0.00047283094840154,0.0945661896803081,27567.1363128744,1.38908620025448e-05,1,1,1,1,1,1,1,17,1,2,1
299,166.033741062985,185.598063199574,0.117833411518251,0.499998100988451,22.6026113563983,0.25640625,0.07984375,0.005,4,147,0,0.00415050828614755,3.66856569313236e-05,0.000473153724387537,0.0946307448775073,27567.2174358048,1.38363992876257e-05,1,1,1,1,1,1,1,17,1,2,1
